LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
1812,khq; ses,Koyra,Koyra,"Koyra, Koyra",,,,,Omotic,,Omotic,37.83,5.83,Greater Abyssinia,Africa
1813,krk,Kerek,Kerek,"Kerek, Kerek",,,Northern Chukotkan,Chukotkan,Chukchi-Kamchatkan,,Chukchi-Kamchatkan,175,62.25,N Coast Asia,N-C Asia
1814,krl,Karelian,Karelian,"Karelian, Karelian",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,,Uralic,32,64,Inner Asia,N-C Asia
1815,krs,Kresh,Kresh,"Kresh, Kresh",,,,,Kresh-Aja,,Kresh-Aja,24.5,8.5,African Savannah,Africa
1816,kry,Kryz,Kryz,"Kryz, Kryz",Southern Samurian,Samurian (core Lezgian),Lezgian,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",48.25,41.22,Greater Mesopotamia,W and SW Eurasia
1817,ksb,Shambala,"Kishambala, Kishambaa, Kisambaa, Sambaa, Shambaa, Sambala, Sambara, Schambala","Shambala, Kishambala, Kishambaa, Kisambaa, Sambaa, Shambaa, Sambala, Sambara, Schambala",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,39.17,-4.75,S Africa,Africa
1818,ksf,Bafia,Bafia,"Bafia, Bafia",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,11.17,5,African Savannah,Africa
1819,kos,Kosraean,"Kosraean, Kusaeian","Kosraean, Kosraean, Kusaeian",,Micronesian,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,163,5.3,Oceania,NG and Oceania
1820,kum,Kumyk,Kumyk,"Kumyk, Kumyk",,,Kipchak (Northwest Turkic),Common Turkic,Turkic,,Turkic,47.33,43,Greater Mesopotamia,W and SW Eurasia
1821,ksq,Kwami,Kwami,"Kwami, Kwami",,,,West Chadic,Chadic,,Chadic,11,10.42,African Savannah,Africa
1822,kss,Kisi (Southern),Kisi (Southern),"Kisi (Southern), Kisi (Southern)",,,,,South Atlantic,,South Atlantic,-10.25,8.5,African Savannah,Africa
1823,kst,Ko (Winye),Ko (Winye),"Ko (Winye), Ko (Winye)",,,,South Gur,Gur,Voltaic,"Gur, Voltaic",-2.92,11.87,African Savannah,Africa
1824,ksx,Kedang,Kedang,"Kedang, Kedang",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,123.75,-8.25,Oceania,NG and Oceania
1825,ktd,Gugada,Gugada,"Gugada, Gugada",,,Wati,Southwestern Pama-Nyungan,Pama-Nyungan,,Pama-Nyungan,134,-30,S Australia,Australia
1826,ktg,Kalkatungu,Kalkatungu,"Kalkatungu, Kalkatungu",,,,Kalkatungic,Pama-Nyungan,,Pama-Nyungan,139.5,-21,S Australia,Australia
1827,ktn,Karitií¢na,"Karitiana,Karitií¢na","Karitií¢na, Karitiana,Karitií¢na",,,,,Tupian,,Tupian,-64,-9.5,NE South America,S America
1828,kto,Kuot,Kuot,"Kuot, Kuot",,,,,Kuot,,Kuot,151.5,-3.05,N Coast New Guinea,NG and Oceania
1829,ktu,Kituba,Kituba,"Kituba, Kituba",,,,,Kituba,,Kituba,17.5,-5,S Africa,Africa
1830,ktv,Katu,Katu,"Katu, Katu",,,Katuic,Eastern Mon-Khmer,Austroasiatic,,Austroasiatic,107.58,15.83,Southeast Asia,S/SE Asia
1831,ktw,Kato,Kato,"Kato, Kato",,,,Athabaskan,Na-Dene,,Na-Dene,-123.67,39.67,California,W N America
1832,ktz,Ju|'hoan,Ju|'hoan,"Ju|'hoan, Ju|'hoan",,,,,Ju,Northern Khoisan,"Ju, Northern Khoisan",21,-19,S Africa,Africa
1833,kvn,Kuna,Kuna,"Kuna, Kuna",,,,,Chibchan,,Chibchan,-77.33,8,Andean,S America
1834,gwi,Kutchin,Kutchin,"Kutchin, Kutchin",,,,Athabaskan,Na-Dene,,Na-Dene,-146,67,Alaska-Oregon,W N America
1835,kue,Kuman,Kuman,"Kuman, Kuman",,,,Chimbu,Chimbu-Wahgi,,Chimbu-Wahgi,145,-5.92,Interior New Guinea,NG and Oceania
1836,kup,Kunimaipa,Kunimaipa,"Kunimaipa, Kunimaipa",,,,,Goilalan,,Goilalan,146.83,-8,S New Guinea,NG and Oceania
1837,kuq,Karipuna (Guapore),"Karipuníç (Guapore),Karipuna (Guapore)","Karipuna (Guapore), Karipuníç (Guapore),Karipuna (Guapore)",,,,Panoan,Pano-Tacanan,,Pano-Tacanan,-65,-10,NE South America,S America
1838,kuu,Kuskokwim (Upper),Kuskokwim (Upper),"Kuskokwim (Upper), Kuskokwim (Upper)",,,,Athabaskan,Na-Dene,,Na-Dene,-157,63,Alaska-Oregon,W N America
1839,kuz,Atacameí±o,"Kunza , Ulipe, Lipe , Likanantaí_,Atacameí±o","Atacameí±o, Kunza , Ulipe, Lipe , Likanantaí_,Atacameí±o",,,,,Atacameí±o,"Atacameí±o, Kunza, Cunza","Atacameí±o, Atacameí±o, Kunza, Cunza",-69,-23,Andean,S America
1840,kva,Bagwalal,"Bagvalal, Bagvali","Bagwalal, Bagvalal, Bagvali",,Andic,Avar-Andic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.17,42.56,Greater Mesopotamia,W and SW Eurasia
1841,kxu,Kui (India),"Kui , Kandh , Khondi , Khond , Kuy","Kui (India), Kui , Kandh , Khondi , Khond , Kuy",,,,South Dravidian,Dravidian,,Dravidian,124.55,-8.43,Indic,S/SE Asia
1842,kvk,Sign Language South Korean,Sign Language South Korean,"Sign Language South Korean, Sign Language South Korean",,,,,Sign Language South Korean,,Sign Language South Korean,128,37,N Coast Asia,N-C Asia
1843,kru,Kurukh,"Kurukh, Kurux","Kurukh, Kurukh, Kurux",,,,North Dravidian,Dravidian,,Dravidian,85.5,22.83,Indic,S/SE Asia
1844,kvo,Dobel,Dobel,"Dobel, Dobel",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,134.67,-6.25,Oceania,NG and Oceania
1845,kvv,Kola,Kola,"Kola, Kola",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,134.5,-5.5,Oceania,NG and Oceania
1846,kwa,Dí¢w,"Kamí£ , Kamí£ Makí_,Dí¢w","Dí¢w, Kamí£ , Kamí£ Makí_,Dí¢w",,,,,Nadahup,"Nadahup, Makí_, Makí_an, Vaupí©s-Japura, Uaupí©s-Japura ","Nadahup, Nadahup, Makí_, Makí_an, Vaupí©s-Japura, Uaupí©s-Japura ",-67.08,-0.25,NE South America,S America
1847,kwd,Kwaio,Kwaio,"Kwaio, Kwaio",Longgu/Malaita/Makira,Southeast Solomonic,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,161,-8.95,Oceania,NG and Oceania
1848,kwe,Kwerba,"Kwerba, Airmati, Armati, Koassa, Mataweja, Naibedj, Segar Tor, Serikenam, Tekutameso","Kwerba, Kwerba, Airmati, Armati, Koassa, Mataweja, Naibedj, Segar Tor, Serikenam, Tekutameso",,,,Kwerba,Orya-Mawes-Tor-Kwerba,,Orya-Mawes-Tor-Kwerba,138.5,-2.25,N Coast New Guinea,NG and Oceania
1849,kwn,Kwangali,"Kwangali, Kwangari","Kwangali, Kwangali, Kwangari",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,19.5,-18,S Africa,Africa
1850,kxa,Kairiru,Kairiru,"Kairiru, Kairiru",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,143.58,-3.33,N Coast New Guinea,NG and Oceania
1851,kxv,Kuvi,Kuvi,"Kuvi, Kuvi",,,South Dravidian II (äóùSouth-Centraläóù),South Dravidian,Dravidian,,Dravidian,82.67,18.75,Indic,S/SE Asia
1852,kyc,Kyaka,Kyaka,"Kyaka, Kyaka",,,,Engan,Engan-Kewa,,Engan-Kewa,144.08,-5.55,Interior New Guinea,NG and Oceania
1853,kyj,Karao,Karao,"Karao, Karao",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,120.83,16.5,Oceania,S/SE Asia
1854,kyq,Kenga,Kenga,"Kenga, Kenga",,,,,Bongo-Bagirmi,,Bongo-Bagirmi,18,12,African Savannah,Africa
1855,kys,Kayan (Baram),Kayan (Baram),"Kayan (Baram), Kayan (Baram)",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,114.5,3.5,Southeast Asia,S/SE Asia
1856,kza,Tenyer,Tenyer,"Tenyer, Tenyer",,,,,Senufo,,Senufo,-4.5,10.67,African Savannah,Africa
1857,kzf,Da'a,Da'a,"Da'a, Da'a",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,119.58,-1,Oceania,NG and Oceania
1858,kzi,Kelabit,Kelabit,"Kelabit, Kelabit",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,115.42,3.67,Southeast Asia,S/SE Asia
1859,kzj,Kadazan,Kadazan,"Kadazan, Kadazan",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,117.17,5.92,Southeast Asia,S/SE Asia
1860,lam,Lamba,Lamba,"Lamba, Lamba",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,28,-13,S Africa,Africa
1861,lac,Lacandí_n,Lacandí_n,"Lacandí_n, Lacandí_n",,,,Yucatecan,Mayan,,Mayan,-91.5,17,Mesoamerica,C America
1862,lae,Pattani,Pattani,"Pattani, Pattani",,,Greater Kinnauri,West Himalayish,Sino-Tibetan,,Sino-Tibetan,76.75,32.75,Indic,S/SE Asia
1863,laf,Lafofa,Lafofa,"Lafofa, Lafofa",,,,,Kordofanian,,Kordofanian,31.25,10.25,African Savannah,Africa
1864,lag,Langi,Langi,"Langi, Langi",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,36,-4.5,S Africa,Africa
1865,law,Lauje,Lauje,"Lauje, Lauje",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,120,-0.5,Oceania,NG and Oceania
1866,laz,Aribwatsa,Aribwatsa,"Aribwatsa, Aribwatsa",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,147,-6.72,N Coast New Guinea,NG and Oceania
1867,lbc,Lakkia,Lakkia,"Lakkia, Lakkia",,,,,Tai-Kadai,,Tai-Kadai,110.17,24.08,Southeast Asia,S/SE Asia
1868,lbf,Tinani,Tinani,"Tinani, Tinani",,,Greater Kinnauri,West Himalayish,Sino-Tibetan,,Sino-Tibetan,77.17,32.33,Indic,S/SE Asia
1869,lbo,Loven,Loven,"Loven, Loven",,,Bahnaric,Eastern Mon-Khmer,Austroasiatic,,Austroasiatic,106.33,15,Southeast Asia,S/SE Asia
1870,lbt,Lachi,Lachi,"Lachi, Lachi",,,,,Tai-Kadai,,Tai-Kadai,104.83,22.67,Southeast Asia,S/SE Asia
1871,lby,Lamu-Lamu,Lamu-Lamu,"Lamu-Lamu, Lamu-Lamu",,,Lamalamic,Paman,Pama-Nyungan,,Pama-Nyungan,144.5,-14.83,N Australia,Australia
1872,lbz,Lardil,Lardil,"Lardil, Lardil",,,,,Tangkic,,Tangkic,139.33,-16.5,N Australia,Australia
1873,lch,Lucazi,"Lucazi, Luchazi","Lucazi, Lucazi, Luchazi",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,20,-14,S Africa,Africa
1874,lcm,Tungak,"Tungak, Tungag, Lavongai","Tungak, Tungak, Tungag, Lavongai",Meso-Melanesian linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,150.25,-2.55,N Coast New Guinea,NG and Oceania
1875,lea,Lega,Lega,"Lega, Lega",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,27.17,-2.83,S Africa,Africa
1876,led,Lendu,Lendu,"Lendu, Lendu",,,,Lendu,Eastern Central Sudanic,,Eastern Central Sudanic,30.5,2,S Africa,Africa
1877,lee,Lyele,Lyele,"Lyele, Lyele",,,,South Gur,Gur,Voltaic,"Gur, Voltaic",-2.67,12.5,African Savannah,Africa
1878,lef,Lelemi,Lelemi,"Lelemi, Lelemi",,,,Ka-Togo,Kwa,,Kwa,0.5,7.33,African Savannah,Africa
1879,leg,Lengua,"Lengua, Enlhet","Lengua, Lengua, Enlhet",,,,,Mascoyan,,Mascoyan,-59,-22.5,SE South America,S America
1880,les,Lese,Lese,"Lese, Lese",,,,Mangbutu-Efe,Eastern Central Sudanic,,Eastern Central Sudanic,29,2,S Africa,Africa
1881,leu,Kara (Papua New Guinea),Kara (Papua New Guinea),"Kara (Papua New Guinea), Kara (Papua New Guinea)",Meso-Melanesian linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,151.12,-2.83,N Coast New Guinea,NG and Oceania
1882,lew,Kaili,Kaili,"Kaili, Kaili",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,120,-1.17,Oceania,NG and Oceania
1883,lex,Wetan,Wetan,"Wetan, Wetan",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,128,-8.17,Oceania,NG and Oceania
1884,lgu,Longgu,Longgu,"Longgu, Longgu",Longgu/Malaita/Makira,Southeast Solomonic,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,160.67,-9.75,Oceania,NG and Oceania
1885,lha,Laha,Laha,"Laha, Laha",,,,,Tai-Kadai,,Tai-Kadai,103.92,21.58,Southeast Asia,S/SE Asia
1886,ita,Italian (Genoa),Italian (Genoa),"Italian (Genoa), Italian (Genoa)",,,Italic,Italic-Celtic,Indo-European,,Indo-European,8.95,44.42,Europe,W and SW Eurasia
1887,lil,Lillooet,Lillooet,"Lillooet, Lillooet",,,Northern Interior Salish,Interior Salish,Salishan,,Salishan,-122,50.75,Alaska-Oregon,W N America
1888,lin,Lingala,Lingala,"Lingala, Lingala",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,18.5,2,S Africa,Africa
1889,lis,Lisu,Lisu,"Lisu, Lisu",,Central Loloish,Loloish,Lolo-Burmese,Sino-Tibetan,,Sino-Tibetan,98,26,Southeast Asia,S/SE Asia
1890,lit,Lithuanian,Lithuanian,"Lithuanian, Lithuanian",,,Baltic,Balto-Slavic,Indo-European,,Indo-European,24,55,Inner Asia,N-C Asia
1891,liv,Liv,"Liv, Livonian","Liv, Liv, Livonian",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,,Uralic,24,56.83,Inner Asia,N-C Asia
1892,liy,Linda,Linda,"Linda, Linda",,,,,Adamawa-Ubangi,,Adamawa-Ubangi,20.75,6.5,African Savannah,Africa
1893,ljp,Lampung,Lampung,"Lampung, Lampung",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,105,-5,Southeast Asia,S/SE Asia
1894,lkr,Pí_ri,Pí_ri,"Pí_ri, Pí_ri",,Northern Lwo,Lwo,Western Nilotic,Nilotic,,Nilotic,32.5,5,African Savannah,Africa
1895,lld,Ladin,Ladin,"Ladin, Ladin",,,Italic,Italic-Celtic,Indo-European,,Indo-European,11.92,46.58,Europe,W and SW Eurasia
1896,lln,Lele,Lele,"Lele, Lele",,,,East Chadic,Chadic,,Chadic,15.58,9.08,African Savannah,Africa
1897,llp,Nguna,"Nguna, Nakanamanga","Nguna, Nguna, Nakanamanga",,,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,168.5,-16.92,Oceania,NG and Oceania
1898,llu,Lau,Lau,"Lau, Lau",Longgu/Malaita/Makira,Southeast Solomonic,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,161.5,-9.58,Oceania,NG and Oceania
1899,lme,Lamí©,Lamí©,"Lamí©, Lamí©",Masa group,,,Masa,Chadic,,Chadic,14.5,9,African Savannah,Africa
1900,lml,Raga,Raga,"Raga, Raga",North Vanuatu Linkage,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,168.17,-15.5,Oceania,NG and Oceania
1901,lmn,Lamani,Lamani,"Lamani, Lamani",,Central Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,,Indo-European,77,17,Indic,S/SE Asia
1902,lmw,Miwok (Lake),Miwok (Lake),"Miwok (Lake), Miwok (Lake)",Western Miwok,Miwok,Miwok-Costanoan,Utian,Yokuts-Utian,,Yokuts-Utian,-122.67,38.92,California,W N America
1903,lnb,Mbalanhu,Mbalanhu,"Mbalanhu, Mbalanhu",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,15,-17.5,S Africa,Africa
1904,oci,Occitan,Occitan,"Occitan, Occitan",,,Italic,Italic-Celtic,Indo-European,,Indo-European,2,44,Europe,W and SW Eurasia
1905,lnd,Lun Dayeh,Lun Dayeh,"Lun Dayeh, Lun Dayeh",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,115.92,4,Southeast Asia,S/SE Asia
1906,lob,Lobi,Lobi,"Lobi, Lobi",,,,North Gur,Gur,Voltaic,"Gur, Voltaic",-3.25,10.5,African Savannah,Africa
1907,log,Logoti,"Logoti, Logo","Logoti, Logoti, Logo",,,,Moru-Madi,Eastern Central Sudanic,,Eastern Central Sudanic,30,3.5,S Africa,Africa
1908,loj,Lou,Lou,"Lou, Lou",,Admiralty,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,147.32,-2.38,N Coast New Guinea,NG and Oceania
1909,lok,Loko,Loko,"Loko, Loko",,,,West Mande,Mande,,Mande,-12.08,9.33,African Savannah,Africa
1910,lom,Loma,Loma,"Loma, Loma",,,,West Mande,Mande,,Mande,-9.5,8,African Savannah,Africa
1911,los,Loniu,Loniu,"Loniu, Loniu",,Admiralty,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,147.33,-2.07,N Coast New Guinea,NG and Oceania
1912,loz,Lozi,Lozi,"Lozi, Lozi",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,26,-17.83,S Africa,Africa
1913,ldd,Luri,Luri,"Luri, Luri",,Southwest Iranian,Iranian,Indo-Iranian,Indo-European,,Indo-European,48.5,33.5,Greater Mesopotamia,W and SW Eurasia
1914,lus,Mizo (Lushai),Mizo,"Mizo (Lushai), Mizo",,,Central Chin,Kukish (Mizo-Kuki-Chin),Sino-Tibetan,,Sino-Tibetan,92.83,23.17,Southeast Asia,S/SE Asia
1915,lti,Leti,Leti,"Leti, Leti",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,127.67,-8.2,Oceania,NG and Oceania
1916,lua,CiLuba,"Luba-Kasai , Luba-Lulua,CiLuba","CiLuba, Luba-Kasai , Luba-Lulua,CiLuba",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,22,-6,S Africa,Africa
1917,lub,Kiluba,Kiluba,"Kiluba, Kiluba",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,26,-8,S Africa,Africa
1918,ojv,Luangiua,"Luangiua, Ontong Java","Luangiua, Luangiua, Ontong Java",Eastern Fijian-Polynesian linkage,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,159.42,-5.33,Oceania,NG and Oceania
1919,luo,Luo,Luo,"Luo, Luo",,Southern Lwo,Lwo,Western Nilotic,Nilotic,,Nilotic,34.75,-0.5,S Africa,Africa
1920,lut,Lushootseed,Lushootseed,"Lushootseed, Lushootseed",,Lushootseed,Central Coast Salish,Coast Salish,Salishan,,Salishan,-122,48,Alaska-Oregon,W N America
1921,ltz,Luxemburgeois,Luxemburgeois,"Luxemburgeois, Luxemburgeois",,,West Germanic,Germanic,Indo-European,,Indo-European,6.17,49.83,Europe,W and SW Eurasia
1922,luy,Luyia,"Luyia, Luhya","Luyia, Luyia, Luhya",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,34.5,0.42,S Africa,Africa
1923,lun,Lunda,"Lunda, Kihungan","Lunda, Lunda, Kihungan",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,24,-10.67,S Africa,Africa
1924,lwo,Jur Luwo,Jur Luwo,"Jur Luwo, Jur Luwo",,Northern Lwo,Lwo,Western Nilotic,Nilotic,,Nilotic,28,8,African Savannah,Africa
1925,lww,Lewo,Lewo,"Lewo, Lewo",Central Vanuatu linkage,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,168.33,-16.75,Oceania,NG and Oceania
1926,lzz,Laz,Laz,"Laz, Laz",,,Zan,Georgian-Zan,Kartvelian,South Caucasian,"Kartvelian, South Caucasian",41.5,41.5,Greater Mesopotamia,W and SW Eurasia
1927,mjd,Konkow,Konkow,"Konkow, Konkow",,,,,Maiduan,,Maiduan,-121.5,39.5,California,W N America
1928,mhr,Mari (Meadow),Mari (Meadow),"Mari (Meadow), Mari (Meadow)",Maric,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,,Uralic,48,57,Inner Asia,N-C Asia
1929,knf,Mankanya,Mankanya,"Mankanya, Mankanya",,,,,North Atlantic,,North Atlantic,-15.92,12.08,African Savannah,Africa
1930,maq,Mazatec (Chiquihuitlíçn),Mazatec (Chiquihuitlíçn),"Mazatec (Chiquihuitlíçn), Mazatec (Chiquihuitlíçn)",,,,Popolocan,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-96.92,17.75,Mesoamerica,C America
1931,jle,Masakin,Masakin,"Masakin, Masakin",,,,,Kordofanian,,Kordofanian,30,10.67,African Savannah,Africa
1932,maw,Mampruli,Mampruli,"Mampruli, Mampruli",,,,North Gur,Gur,Voltaic,"Gur, Voltaic",-0.67,10.33,African Savannah,Africa
1933,mfy,Mayo,Mayo,"Mayo, Mayo",,,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-108,26,Mesoamerica,C America
1934,maz,Mazahua,Mazahua,"Mazahua, Mazahua",,,,Otomian,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-99.92,19.42,Mesoamerica,C America
1935,mbb,Manobo (Western Bukidnon),Manobo (Western Bukidnon),"Manobo (Western Bukidnon), Manobo (Western Bukidnon)",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,124.75,7.67,Oceania,S/SE Asia
1936,mbc,Macushi,Macushi,"Macushi, Macushi",,,,,Cariban,Carib,"Cariban, Carib",-60,4,NE South America,S America
1937,mbe,Molala,Molala,"Molala, Molala",,,,,Molala,,Molala,-122.5,44.5,Alaska-Oregon,W N America
1938,mbj,Nadí‚b,Nadí‚b,"Nadí‚b, Nadí‚b",,,,,Nadahup,"Nadahup, Makí_, Makí_an, Vaupí©s-Japura, Uaupí©s-Japura ","Nadahup, Nadahup, Makí_, Makí_an, Vaupí©s-Japura, Uaupí©s-Japura ",-66.5,-1,NE South America,S America
1939,mbn,Macaguíçn,Macaguíçn,"Macaguíçn, Macaguíçn",,,,,Guahiboan,Guahiban,"Guahiboan, Guahiban",-71.33,6.5,NE South America,S America
1940,mbp,Damana,Damana,"Damana, Damana",,,Arhuacan,Chibchan,Chibchan,,Chibchan,-73.5,11,NE South America,S America
1941,mbq,Maisin,Maisin,"Maisin, Maisin",Papuan Tip,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,149.17,-9.5,S New Guinea,NG and Oceania
1942,mbr,Nukak,Nukak,"Nukak, Nukak",,,,,Kakua-Nukak,Cacua-Nukak,"Kakua-Nukak, Cacua-Nukak",-71.5,2.5,NE South America,S America
1943,mbt,Kulamanen,Kulamanen,"Kulamanen, Kulamanen",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,125,7.75,Oceania,S/SE Asia
1944,mbw,Maring,Maring,"Maring, Maring",,,,Jimi,Chimbu-Wahgi,,Chimbu-Wahgi,144.67,-5.5,Interior New Guinea,NG and Oceania
1945,mcb,Machiguenga,Machiguenga,"Machiguenga, Machiguenga",,,,Campa,Arawakan,Maipurean,"Arawakan, Maipurean",-72.67,-12,NE South America,S America
1946,mcd,Sharanahua,Sharanahua,"Sharanahua, Sharanahua",,,,Panoan,Pano-Tacanan,,Pano-Tacanan,-70,-11,NE South America,S America
1947,mcf,Matsí©s,Matsí©s,"Matsí©s, Matsí©s",,,,Panoan,Pano-Tacanan,,Pano-Tacanan,-73.25,-5.42,NE South America,S America
1948,mcg,Mapoyo,Mapoyo,"Mapoyo, Mapoyo",,,,,Cariban,Carib,"Cariban, Carib",-67,6,NE South America,S America
1949,mch,Carib (De'kwana),"Maquiritari , Deäó»cuana , Makiritare , Yeäó»cuana,Carib (De'kwana)","Carib (De'kwana), Maquiritari , Deäó»cuana , Makiritare , Yeäó»cuana,Carib (De'kwana)",,,,,Cariban,Carib,"Cariban, Carib",-65,5.5,NE South America,S America
1950,mcm,Malacca Creole,"Malacca Creole, Malaysian Creole Portuguese, Malaccan, Papia Kristang, Kristang, Portuguese Patois, Serani, Bahasa Serani, Bahasa Geragau, Malaqueiro, Malaquense, MalaquíÈs, Malaquenho, PortuguíÈs de Malaca, Malayo-Portuguese","Malacca Creole, Malacca Creole, Malaysian Creole Portuguese, Malaccan, Papia Kristang, Kristang, Portuguese Patois, Serani, Bahasa Serani, Bahasa Geragau, Malaqueiro, Malaquense, MalaquíÈs, Malaquenho, PortuguíÈs de Malaca, Malayo-Portuguese",,,,,Malacca Creole,,Malacca Creole,129,-2,Oceania,NG and Oceania
1951,mcn,Masa,Masa,"Masa, Masa",Masa group,,,Masa,Chadic,,Chadic,15.5,10.5,African Savannah,Africa
1952,mco,Mixe (Coatlíçn),"Mixe (Coatlíçn), Southeastern Mixe","Mixe (Coatlíçn), Mixe (Coatlíçn), Southeastern Mixe",,,,,Mixe-Zoque,,Mixe-Zoque,-95.67,16.92,Mesoamerica,C America
1953,mcp,Makaa,Makaa,"Makaa, Makaa",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,12.25,3.42,African Savannah,Africa
1954,mcr,Menya,Menya,"Menya, Menya",,,,,Angan,,Angan,146,-7.25,Interior New Guinea,NG and Oceania
1955,mda,Mada (Nigeria),Mada (Nigeria),"Mada (Nigeria), Mada (Nigeria)",,,,Platoid,Benue-Congo,,Benue-Congo,8.25,8.75,African Savannah,Africa
1956,mdd,Mbum,Mbum,"Mbum, Mbum",,,,,Adamawa-Ubangi,,Adamawa-Ubangi,13.17,7.75,African Savannah,Africa
1957,mdf,Mordvin (Moksha),Mordvin (Moksha),"Mordvin (Moksha), Mordvin (Moksha)",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,,Uralic,44,54,Inner Asia,N-C Asia
1958,mdh,Magindanao,Magindanao,"Magindanao, Magindanao",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,124.5,6.83,Oceania,S/SE Asia
1959,mdi,Mamvu,Mamvu,"Mamvu, Mamvu",,,,Mangbutu-Efe,Eastern Central Sudanic,,Eastern Central Sudanic,29,3.25,S Africa,Africa
1960,mdj,Mangbetu,Mangbetu,"Mangbetu, Mangbetu",,,,Mangbutu-Efe,Eastern Central Sudanic,,Eastern Central Sudanic,26.5,2.5,S Africa,Africa
1961,mdo,Mbodomo,Mbodomo,"Mbodomo, Mbodomo",,,,,Adamawa-Ubangi,,Adamawa-Ubangi,15.5,4.5,African Savannah,Africa
