ID,Name,Parameter,Language,Frequency,Confidence,References
wold-Japanese-1039_smooth-1,nameraka,SMOOTH,Japanese,,,
northeuralex-jpn-493_smooth-1,namerakana,SMOOTH,Japanese,,,
northeuralex-evn-493_smooth-2,naptakan,SMOOTH,Evenki,,,
northeuralex-evn-493_smooth-1,naptama,SMOOTH,Evenki,,,
ids-229-15-770-1,nayelk,SMOOTH,Tsimshian,,,
tryonsolomon-tunoe-250_smooth-1,ndalo,SMOOTH,Tunöe,,,
tryonsolomon-kwaio-250_smooth-1,ndanda,SMOOTH,Kwaio,,,
lexirumah-ciac1237-karya-smooth-2,ndolu,SMOOTH,"Cia-Cia, Karya Baru",,,
lexirumah-ciac1237-liwum-smooth-1,ndolu,SMOOTH,"Cia-Cia, Liwumpacu",,,
lexirumah-ciac1237-wagol-smooth-1,ndolu,SMOOTH,"Cia-Cia, Wagola",,,
tryonsolomon-mbaengguu-250_smooth-1,ndondoloa,SMOOTH,Mbaengguu,,,
tryonsolomon-toambaita-250_smooth-1,ndondoloa,SMOOTH,To'ambaita,,,
satterthwaitetb-Naxi-337_smoothofsurface-1,ndyjo,SMOOTH,Naxi,,,
suntb-Guiqiong-882_smooth-1,ndzo33ma55la55,SMOOTH,Guiqiong,,,
suntb-Namuyi-882_smooth-1,ndzr55le33se53,SMOOTH,Namuyi,,,
marrisonnaga-Mikir-691_smooth-1,nei,SMOOTH,Mikir,,,
lexirumah-rong1269-smooth-1,nene,SMOOTH,Rongga,,,
ids-179-15-770-1,neted,SMOOTH,Romanian,,,
wold-Romanian-1039_smooth-1,neted,SMOOTH,Romanian,,,
diacl-45600-149_smooth-1,netedo,SMOOTH,Romani (Ursari),,,
lexirumah-bima1247-smooth-2,ngame,SMOOTH,Bima,,,
ids-413-15-770-1,ngau2,SMOOTH,Nung-Ninbei,,,
lexirumah-keoo1238-smooth-1,ngedu,SMOOTH,"Keo, Udiworowatu",,,
lexirumah-nage1237-smooth-1,ngedu,SMOOTH,"Nage, East",,,
lexirumah-lioo1240-smooth-2,ngelu,SMOOTH,Lio,,,
lexirumah-ngad1267-smooth-1,ngelu,SMOOTH,Ngadha,,,
lexirumah-soaa1237-smooth-1,ngelu,SMOOTH,So'a,,,
lexirumah-ende1246-smooth-1,ngeru,SMOOTH,Ende,,,
lexirumah-ngao1245-oja-smooth-1,ngeyu,SMOOTH,"Nga'o, Oja",,,
lexirumah-ngao1245-watum-smooth-1,ngeyu,SMOOTH,"Nga'o, Watumite",,,
tryonsolomon-avaso-250_smooth-2,nggolama,SMOOTH,Avasö,,,
tryonsolomon-lomaumbi-250_smooth-1,nggolama,SMOOTH,Lömaumbi,,,
tryonsolomon-sengga-250_smooth-1,nggolama,SMOOTH,Sengga,,,
tryonsolomon-ghone-250_smooth-2,nggulama,SMOOTH,Ghone,,,
tryonsolomon-mbambatana-250_smooth-1,nggulama,SMOOTH,Mbambatana,,,
tls-Kiseriunn-1247_smooth-1,ngitenderi,SMOOTH,Kiseri.unn,,,
wold-Vietnamese-1039_smooth-1,nhan,SMOOTH,Vietnamese,,,
northeuralex-yux-493_smooth-1,nidzilo,SMOOTH,Southern Yukaghir,,,
ids-81-15-770-1,nikhinikhiurab,SMOOTH,Avar (Kusur dialect),,,
ids-69-15-770-2,nikiaz,SMOOTH,Khinalug,,,
northeuralex-mnc-493_smooth-1,nilukhan,SMOOTH,Manchu,,,
sohartmannchin-Daai-213_smooth-1,nip,SMOOTH,Daai,,,
sohartmannchin-Ngmuun-213_smooth-1,nip,SMOOTH,Ngmüün,,,
sohartmannchin-Nyhmoye-213_smooth-1,nip,SMOOTH,Nyhmoye,,,
ids-533-15-770-1,nipsih,SMOOTH,Tsova-Tush,,,
lexirumah-bima1247-smooth-3,niu,SMOOTH,Bima,,,
northeuralex-kan-493_smooth-1,n@ja,SMOOTH,Kannada,,,
northeuralex-smj-493_smooth-1,njalkas,SMOOTH,Lule Sami,,,
northeuralex-gld-493_smooth-1,n@j@n,SMOOTH,Nanai,,,
wold-KildinSaami-1039_smooth-1,njollkes,SMOOTH,Kildin Saami,,,
lexirumah-sawa1247-smooth-1,nmenenes,SMOOTH,Sawai,,,
northeuralex-nio-493_smooth-1,n@m@g@,SMOOTH,Nganasan,,,
lexirumah-nucl1574-boneg-smooth-2,noalusu,SMOOTH,"Kioko, Bonegunu",,,
ids-276-15-770-2,nocada,SMOOTH,Tacana,,,
lexirumah-kamb1300-smooth-1,nomolangi,SMOOTH,Kambowa,,,
lexirumah-nucl1574-boneg-smooth-1,nomondeli,SMOOTH,"Kioko, Bonegunu",,,
northeuralex-sjd-493_smooth-2,noykec,SMOOTH,Kildin Sami,,,
northeuralex-ckt-493_smooth-1,n@p@lg@tr@qen,SMOOTH,Chukchi,,,
suntb-CaiyuanHani-882_smooth-1,nu33ka31,SMOOTH,Hani (Caiyuan),,,
ids-807-15-770-1,nua,SMOOTH,Wa,,,
hantganbangime-Bambara-241_smooth-1,nugu,SMOOTH,Bambara,,,
suntb-MamaTshona-882_smooth-1,num55tshir55,SMOOTH,Tshona (Mama),,,
ids-709-15-770-3,nunna,SMOOTH,Telugu,,,
northeuralex-tel-493_smooth-1,nunni,SMOOTH,Telugu,,,
ids-709-15-770-1,nunu,SMOOTH,Telugu,,,
ids-709-15-770-2,nunupu,SMOOTH,Telugu,,,
ids-151-15-770-1,nurkily,SMOOTH,Selkup,,,
northeuralex-sel-493_smooth-1,nurqij,SMOOTH,Northern Selkup,,,
marrisonnaga-Phom-691_smooth-1,nyulukpu,SMOOTH,Phom,,,
suntb-KhamsTibetan-882_smooth-1,o13si53,SMOOTH,Tibetan (Khams:Dege),,,
hubercolumbian-Tanimuca-334_smooth-1,oia,SMOOTH,Tanimuca,,,
northeuralex-yux-493_smooth-2,olkhinme,SMOOTH,Southern Yukaghir,,,
hantganbangime-Toro_Tegu-241_smooth-1,olu,SMOOTH,Toro_Tegu,,,
northeuralex-ell-493_smooth-2,omalos,SMOOTH,Modern Greek,,,
ids-225-15-770-1,omix,SMOOTH,Seri,,,
hantganbangime-Penange-241_smooth-1,onana,SMOOTH,Penange,,,
hantganbangime-Najamba-241_smooth-1,onanaonane,SMOOTH,Najamba,,,
hantganbangime-Mombo-241_smooth-1,onono,SMOOTH,Mombo,,,
hantganbangime-Jamsay-241_smooth-1,onurnu,SMOOTH,Jamsay,,,
hantganbangime-Nanga-241_smooth-1,ori,SMOOTH,Nanga,,,
hantganbangime-Yanda_Dom-241_smooth-1,ornondu,SMOOTH,Yanda_Dom,,,
hantganbangime-Tebul_Ure-241_smooth-1,ornone,SMOOTH,Tebul_Ure,,,
hantganbangime-Togo_Kan-241_smooth-1,ornonono,SMOOTH,Togo_Kan,,,
hantganbangime-Tommo_So-241_smooth-1,oroy,SMOOTH,Tommo_So,,,
hantganbangime-Yorno_So-241_smooth-1,oroy,SMOOTH,Yorno_So,,,
lexirumah-meya1236-smooth-2,orswos,SMOOTH,Meyah,,,
hantganbangime-Bankan_Tey-241_smooth-1,orum,SMOOTH,Bankan_Tey,,,
hantganbangime-Ben_Tey-241_smooth-1,orum,SMOOTH,Ben_Tey,,,
hantganbangime-Perge_Tegu-241_smooth-1,orum,SMOOTH,Perge_Tegu,,,
ids-839-15-770-1,p@31luang51,SMOOTH,Mang Ch,,,
ids-840-15-770-2,pa1luang4,SMOOTH,Mang VN,,,
lexirumah-teiw1235-smooth-1,paharan,SMOOTH,"Teiwa, Lebang",,,
ids-235-15-770-2,pahee,SMOOTH,Hawaiian,,,
wold-Hawaiian-1039_smooth-1,palaha,SMOOTH,Hawaiian,,,
northeuralex-kor-493_smooth-1,pandwlbandwlhan,SMOOTH,Korean,,,
tryonsolomon-ghaimuta-250_smooth-2,panja,SMOOTH,Ghaimuta,,,
ids-309-15-770-1,panus,SMOOTH,Mapudungun,,,
wold-Mapudungun-1039_smooth-1,panush,SMOOTH,Mapudungun,,,
ids-279-15-770-1,para,SMOOTH,Chácobo,,,
hubercolumbian-Muinane-334_smooth-1,parjiikino,SMOOTH,Muinane,,,
ids-135-15-770-1,payli,SMOOTH,Khanty,,,
marrisonnaga-Mikir-691_smooth-2,peklam,SMOOTH,Mikir,,,
ids-272-15-770-1,penapena,SMOOTH,Araona,,,
ids-408-15-770-1,peng1,SMOOTH,Tai Khün,,,
ids-409-15-770-1,peng1kan3,SMOOTH,Shan,,,
halenepal-Kaike-1676_smooth-1,philphilma,SMOOTH,Kaike,,,
hubercolumbian-Bora-334_smooth-1,phirwwkhwne,SMOOTH,Bora,,,
hubercolumbian-Mirana-334_smooth-1,phirwwkhwne,SMOOTH,Miraña,,,
marrisonnaga-Dimasa-691_smooth-1,phlamphlam,SMOOTH,Dimasa,,,
marrisonnaga-Lotha-691_smooth-1,phyephyeto,SMOOTH,Lotha,,,
halenepal-Newar-1676_smooth-2,picugu,SMOOTH,Newar,,,
hubercolumbian-Chimila-334_smooth-1,piiro,SMOOTH,Chimila,,,
halenepal-JirelTibetan-1676_smooth-1,pilpilq,SMOOTH,Tibetan (Jirel),,,
ids-258-15-770-2,pinu,SMOOTH,Aguaruna,,,
lexirumah-dela1252-smooth-1,pipiso,SMOOTH,Dela,,,
halenepal-SahuTamang-1676_smooth-1,plapa,SMOOTH,Tamang (Sahu),,,
lexirumah-sika1262-tanai-smooth-3,plasur,SMOOTH,"Sika, Tana Ai",,,
ids-822-15-770-1,plel24,SMOOTH,Tum,,,
ids-196-15-770-2,plynas,SMOOTH,Lithuanian,,,
sohartmannchin-Khumi-213_smooth-1,p@nai,SMOOTH,Khumi,,,
northeuralex-fra-493_smooth-1,poli,SMOOTH,French,,,
ids-238-15-770-1,pororeko,SMOOTH,Rapa Nui,,,
lexirumah-kais1235-smooth-1,porudamo,SMOOTH,Kais,,,
ids-288-15-770-1,preca,SMOOTH,Aché,,,
marrisonnaga-WrittenBurmese-691_smooth-2,preprac,SMOOTH,Burmese (Written),,,
ids-830-15-770-1,pretliat,SMOOTH,Pear,,,
marrisonnaga-Jingpho-691_smooth-2,pri,SMOOTH,Jingpho,,,
hubercolumbian-Wounaan-334_smooth-1,ptphwr,SMOOTH,Wounaan,,,
suntb-TaobaPumi-882_smooth-1,pza35la55m@53,SMOOTH,Pumi (Taoba),,,
suntb-QinghuaPumi-882_smooth-1,pze55ti55,SMOOTH,Pumi (Qinghua),,,
suntb-Jingpho-882_smooth-1,pzi33,SMOOTH,Jingpho,,,
northeuralex-kal-493_smooth-1,quasak,SMOOTH,Kalaallisut,,,
wold-Qeqchi-1039_smooth-1,qun,SMOOTH,Q'eqchi',,,
marrisonnaga-Jingpho-691_smooth-1,ra,SMOOTH,Jingpho,,,
northeuralex-sqi-493_smooth-1,rafs@t,SMOOTH,Standard Albanian,,,
ids-35-15-770-2,ragadub,SMOOTH,Bagvalal,,,
halenepal-Kham-1676_smooth-1,raho,SMOOTH,Kham,,,
northeuralex-dar-493_smooth-1,ralagsi,SMOOTH,Dargwa,,,
tryonsolomon-alu-250_smooth-1,ranisi,SMOOTH,Alu,,,
tryonsolomon-fauro-250_smooth-1,ranisi,SMOOTH,Fauro,,,
tryonsolomon-mono-250_smooth-1,ranisi,SMOOTH,Mono,,,
northeuralex-ain-493_smooth-1,rarak,SMOOTH,Hokkaido Ainu,,,
diacl-47900-149_smooth-1,ravno,SMOOTH,Romani (Lovara),,,
ids-180-15-770-1,reid,SMOOTH,Old Irish,,,
ids-181-15-770-1,reidh,SMOOTH,Irish,,,
tryonsolomon-anuta-250_smooth-1,remoremo,SMOOTH,Anuta,,,
lexirumah-buna1278-malia-smooth-2,renek,SMOOTH,"Bunak, Maliana",,,
ids-811-15-770-1,ri33mit33,SMOOTH,Paliu,,,
ids-401-15-770-1,riap3,SMOOTH,Central Thai,,,
ids-835-15-770-1,ri@p,SMOOTH,KNB (a Pearic variety),,,
ids-836-15-770-1,ri@p,SMOOTH,Surin Khmer,,,
ids-833-15-770-1,ri@pb,SMOOTH,Samre,,,
ids-832-15-770-1,ri@pe,SMOOTH,Kasong,,,
hubercolumbian-Muinane-334_smooth-3,ririkuno,SMOOTH,Muinane,,,
northeuralex-ukr-493_smooth-1,rjiwnij,SMOOTH,Ukrainian,,,
wold-LowerSorbian-1039_smooth-1,rowny,SMOOTH,Lower Sorbian,,,
lexirumah-abui1241-fuime-smooth-1,rula,SMOOTH,"Abui, Fuimelang",,,
lexirumah-abui1241-takal-smooth-1,rula,SMOOTH,"Abui, Takalelang",,,
lexirumah-abui1241-ulaga-smooth-2,rula,SMOOTH,"Abui, Ulaga",,,
lexirumah-atim1239-smooth-1,rula,SMOOTH,"Abui, Atimelang",,,
robinsonap-abui-268_smooth-1,rula,SMOOTH,Abui,,,
hubercolumbian-WitotoMurui-334_smooth-1,rwhwrede,SMOOTH,Witoto Murui,,,
hubercolumbian-Bora-334_smooth-3,rwthwrwthw,SMOOTH,Bora,,,
hubercolumbian-WitotoMinica-334_smooth-1,rwwrede,SMOOTH,Witoto Mi̵ni̵ca,,,
hubercolumbian-WitotoNipode-334_smooth-1,rwwrede,SMOOTH,Witoto Ni̵pode,,,
ids-403-15-770-1,sa5mg1,SMOOTH,Thai (Korat variety),,,
ids-275-15-770-1,saaama,SMOOTH,Ese Ejja (Huarayo),,,
tryonsolomon-saa2-250_smooth-1,saca,SMOOTH,Sa'a (2),,,
tryonsolomon-blablanga-250_smooth-2,sahlu,SMOOTH,Blablanga,,,
tryonsolomon-ghove-250_smooth-1,sahlu,SMOOTH,Ghove,,,
tryonsolomon-leleghia-250_smooth-1,sahlu,SMOOTH,Leleghia,,,
diacl-44900-149_smooth-1,sajekhalo,SMOOTH,Romani (Arli),,,
northeuralex-kmr-493_smooth-2,sajik,SMOOTH,Northern Kurdish,,,
northeuralex-enf-493_smooth-1,salita,SMOOTH,Forest Enets,,,
northeuralex-yrk-493_smooth-1,salmuj,SMOOTH,Tundra Nenets,,,
ids-148-15-770-1,salmuy,SMOOTH,Nenets,,,
tryonsolomon-dhadhaje-250_smooth-1,salu,SMOOTH,Dhadhaje,,,
tryonsolomon-ghone-250_smooth-1,salutu,SMOOTH,Ghone,,,
ids-314-15-770-1,salyita,SMOOTH,Toba,,,
ids-211-15-770-1,sama,SMOOTH,Sanskrit,,,
ids-825-15-770-1,sang13,SMOOTH,Kha Poong,,,
ids-220-15-770-2,santsi,SMOOTH,Hausa,,,
ids-705-15-770-1,sapat,SMOOTH,Marathi,,,
lexirumah-pati1239-smooth-1,sapin,SMOOTH,Patipi,,,
hubercolumbian-Carijona-334_smooth-1,sarasarame,SMOOTH,Carijona,,,
diacl-57800-149_smooth-1,saren,SMOOTH,Batsbi,,,
ids-56-15-770-1,sargunssa,SMOOTH,Lak,,,
tryonsolomon-ulawa-250_smooth-1,sasacaa,SMOOTH,Ulawa,,,
ids-146-15-770-1,sastum,SMOOTH,Mansi,,,
northeuralex-mns-493_smooth-1,sastum,SMOOTH,Northern Mansi,,,
ids-287-15-770-2,sem,SMOOTH,Mundurukú,,,
ids-272-15-770-2,semihi,SMOOTH,Araona,,,
lexirumah-mpur1239-smooth-1,senafok,SMOOTH,Mpur,,,
ids-313-15-770-1,senaks,SMOOTH,Qawasqar,,,
northeuralex-che-493_smooth-1,ser@,SMOOTH,Chechen,,,
lexirumah-mpur1239-smooth-2,serama,SMOOTH,Mpur,,,
marrisonnaga-Sangtam-691_smooth-1,sese,SMOOTH,Sangtam,,,
ids-51-15-770-1,shahshub,SMOOTH,Chamalal,,,
ids-516-15-770-1,shara,SMOOTH,Ingush,,,
ids-75-15-770-1,shera,SMOOTH,Chechen,,,
ids-61-15-770-1,shergvef,SMOOTH,Aghul,,,
ids-317-15-770-1,shiar,SMOOTH,Chechen (Akkin dialect),,,
marrisonnaga-Konyak-691_smooth-1,shipu,SMOOTH,Konyak,,,
ids-74-15-770-1,shumol,SMOOTH,Judeo-Tat,,,
sohartmannchin-Wakung-213_smooth-1,shyxoe,SMOOTH,Wakung,,,
ids-252-15-770-1,siahi,SMOOTH,Ninam (Shirishana variety),,,
hubercolumbian-Siriano-334_smooth-1,sibiri,SMOOTH,Siriano,,,
ids-289-15-770-1,sii,SMOOTH,Chiriguano,,,
ids-290-15-770-1,sii,SMOOTH,Guaraní,,,
hubercolumbian-Koreguaje-334_smooth-1,sikhahai,SMOOTH,Koreguaje,,,
ids-253-15-770-1,sikopehew@,SMOOTH,Yanomámi,,,
northeuralex-liv-493_smooth-1,sildzi,SMOOTH,Livonian,,,
ids-127-15-770-1,sile,SMOOTH,Estonian,,,
ids-128-15-770-1,sileae,SMOOTH,Finnish,,,
northeuralex-fin-493_smooth-1,sileae,SMOOTH,Finnish,,,
northeuralex-vep-493_smooth-1,siled,SMOOTH,Veps,,,
northeuralex-olo-493_smooth-1,silei,SMOOTH,Olonets Karelian,,,
ids-292-15-770-1,sili,SMOOTH,Wayampi,,,
northeuralex-krl-493_smooth-1,silie,SMOOTH,North Karelian,,,
northeuralex-fin-493_smooth-2,siloinen,SMOOTH,Finnish,,,
halenepal-Sunwar-1676_smooth-1,silsil,SMOOTH,Sunwar,,,
ids-139-15-770-1,silyid,SMOOTH,Komi,,,
diacl-47900-149_smooth-2,sima,SMOOTH,Romani (Lovara),,,
ids-131-15-770-1,sima,SMOOTH,Hungarian,,,
northeuralex-hun-493_smooth-1,sima,SMOOTH,Hungarian,,,
wold-SeliceRomani-1039_smooth-1,simavo,SMOOTH,Selice Romani,,,
hubercolumbian-Awa-334_smooth-1,sinam,SMOOTH,Awa,,,
ids-262-15-770-1,sinatisi,SMOOTH,Goajiro,,,
lexirumah-ciac1237-karya-smooth-1,sindolapu,SMOOTH,"Cia-Cia, Karya Baru",,,
hubercolumbian-Tuyuca-334_smooth-1,sipi,SMOOTH,Tuyuca,,,
ids-257-15-770-1,sipi,SMOOTH,Tuyuca,,,
hubercolumbian-Yuruti-334_smooth-1,sipii,SMOOTH,Yurutí,,,
hubercolumbian-Wayuu-334_smooth-1,siratisi,SMOOTH,Wayuu,,,
tryonsolomon-lavukaleve-250_smooth-1,sisiato,SMOOTH,Lavukaleve,,,
ids-256-15-770-1,sitahi,SMOOTH,Siona,,,
lexirumah-buna1278-bobon-smooth-1,sithe,SMOOTH,"Bunak, Bobonaro",,,
lexirumah-buna1278-suai-smooth-1,sithe,SMOOTH,"Bunak, Suai",,,
northeuralex-ekk-493_smooth-1,sjilje,SMOOTH,Estonian,,,
ids-184-15-770-1,slaihts,SMOOTH,Gothic,,,
ids-211-15-770-2,slaksna,SMOOTH,Sanskrit,,,
ids-187-15-770-1,slat,SMOOTH,Swedish,,,
ids-192-15-770-1,sleht,SMOOTH,Old High German,,,
ids-193-15-770-2,sleht,SMOOTH,Middle High German ,,,
ids-185-15-770-1,slettr,SMOOTH,Old Norse,,,
ids-189-15-770-3,slight,SMOOTH,Middle English,,,
diacl-45800-149_smooth-1,sliskaco,SMOOTH,Romani (East Slovak),,,
lexirumah-mang1405-smooth-1,s@lit,SMOOTH,Manggarai,,,
northeuralex-gle-493_smooth-2,sljaunj,SMOOTH,Irish,,,
northeuralex-isl-493_smooth-2,sljehtyr,SMOOTH,Icelandic,,,
northeuralex-lit-493_smooth-1,sljidus,SMOOTH,Lithuanian,,,
wold-CeqWong-1039_smooth-1,sluc,SMOOTH,Ceq Wong,,,
ids-147-15-770-2,s@ma,SMOOTH,Mari,,,
ids-834-15-770-1,s@m@a,SMOOTH,Chong,,,
ids-210-15-770-1,smare,SMOOTH,Tocharian B,,,
ids-188-15-770-1,smethe,SMOOTH,Old English,,,
ids-189-15-770-2,smethe,SMOOTH,Middle English,,,
wold-Kanuri-1039_smooth-1,s@m@l,SMOOTH,Kanuri,,,
ids-190-15-770-1,smooth,SMOOTH,English,,,
wold-English-1039_smooth-1,smooth,SMOOTH,English,,,
ids-189-15-770-1,smothe,SMOOTH,Middle English,,,
ids-218-15-770-1,smud,SMOOTH,Jamaican Creole (Limonese Creole dialect),,,
northeuralex-eng-493_smooth-1,smud,SMOOTH,English,,,
wold-Takia-1039_smooth-1,smut,SMOOTH,Takia,,,
tryonsolomon-kilokaka-250_smooth-1,snahlu,SMOOTH,Kilokaka,,,
tryonsolomon-kmagha-250_smooth-1,snahlu,SMOOTH,Kmagha,,,
tryonsolomon-tataba-250_smooth-1,snahlu,SMOOTH,Tataba,,,
lexirumah-maib1239-smooth-2,snex,SMOOTH,Maybrat,,,
northeuralex-smn-493_smooth-1,solad,SMOOTH,Inari Sami,,,
halenepal-Khaling-1676_smooth-1,solaemim,SMOOTH,Khaling,,,
northeuralex-smn-493_smooth-2,solbad,SMOOTH,Inari Sami,,,
northeuralex-tat-493_smooth-1,soma,SMOOTH,Tatar,,,
robinsonap-teiwa-268_smooth-1,sordax,SMOOTH,Teiwa,,,
ids-704-15-770-1,sorlo,SMOOTH,Mahasu Pahari (Kotghari dialect),,,
logos-Hindistd-395_smooth-1,spaatt,SMOOTH,Hindi-std,,,
ids-215-15-770-2,spe,SMOOTH,Ancient Aramaic,,,
ids-215-15-770-1,sre,SMOOTH,Ancient Aramaic,,,
suntb-Anong-882_smooth-1,srn55,SMOOTH,Anong,,,
lexirumah-irar1238-smooth-1,s@ruid@n@,SMOOTH,Irarutu,,,
ids-533-15-770-2,stsior,SMOOTH,Tsova-Tush,,,
ids-176-15-770-1,suave,SMOOTH,Spanish,,,
wold-Japanese-1039_smooth-2,subesube,SMOOTH,Japanese,,,
hubercolumbian-Kogui-334_smooth-1,sulduk,SMOOTH,Kogui,,,
wold-Kanuri-1039_smooth-2,sulsul,SMOOTH,Kanuri,,,
ids-220-15-770-1,sumul,SMOOTH,Hausa,,,
hubercolumbian-Dimina-334_smooth-1,surukwaiga,SMOOTH,Dí̵mi̵na,,,
northeuralex-bak-493_smooth-1,swma,SMOOTH,Bashkir,,,
northeuralex-mdf-493_smooth-2,takor,SMOOTH,Moksha,,,
northeuralex-chv-493_smooth-1,tak@r,SMOOTH,Chuvash,,,
diacl-33900-149_smooth-1,takujihiti,SMOOTH,Kuikúro-Kalapálo,,,
wold-Wichi-1039_smooth-1,talichi,SMOOTH,Wichí,,,
lexirumah-term1237-smooth-1,talimodis,SMOOTH,Termanu,,,
lexirumah-lamb1273-smooth-1,tamilha,SMOOTH,Lamboya,,,
ids-271-15-770-1,tanes,SMOOTH,Mosetén,,,
marrisonnaga-MongsenAo-691_smooth-1,tani,SMOOTH,Ao Mongsen,,,
lexirumah-ring1244-smooth-1,taparodos,SMOOTH,Rikou,,,
lexirumah-kamb1299-smooth-1,tarahik,SMOOTH,Kambera,,,
ids-128-15-770-2,tasainen,SMOOTH,Finnish,,,
ids-127-15-770-2,tasane,SMOOTH,Estonian,,,
ids-251-15-770-1,tata,SMOOTH,Yaruro,,,
northeuralex-bsk-493_smooth-1,tatan,SMOOTH,Burushaski,,,
suntb-LhasaTibetan-882_smooth-1,tcam15po53,SMOOTH,Tibetan (Lhasa),,,
suntb-RangoonBurmese-882_smooth-1,tcho55,SMOOTH,Burmese (Spoken Rangoon),,,
lexirumah-kelo1247-hopte-smooth-1,t@duil,SMOOTH,"Klon, Hopter",,,
ids-519-15-770-1,tegish,SMOOTH,Kumyk (Dorgeli dialect),,,
ids-520-15-770-1,tegish,SMOOTH,Kumyk (Kajtak Tumenler dialect),,,
ids-521-15-770-1,tegish,SMOOTH,Kumyk (Kajtak dialect),,,
ids-522-15-770-1,tegish,SMOOTH,Kumyk (Karabudakhkent dialect),,,
ids-523-15-770-1,tegish,SMOOTH,Kumyk (Ter Bragun dialect),,,
ids-72-15-770-1,tegish,SMOOTH,Kumyk,,,
northeuralex-uzn-493_smooth-1,tekis,SMOOTH,Northern Uzbek,,,
lexirumah-wers1238-taram-smooth-1,terisidolok,SMOOTH,"Wersing, Taramana",,,
robinsonap-wersing-268_smooth-1,terisidolok,SMOOTH,Wersing,,,
ids-73-15-770-1,teshs,SMOOTH,Nogai,,,
marrisonnaga-ChungliAo-691_smooth-1,tesusu,SMOOTH,Ao Chungli,,,
transnewguineaorg-awyu-south-smooth-1,tetede,SMOOTH,"Awyu, South (Syiagha Dialect)",,,
lexirumah-kemb1235-smooth-1,tetera,SMOOTH,"Kemberano, Kalitami",,,
ids-814-15-770-1,thalu,SMOOTH,Mlabri,,,
lexirumah-buna1278-malia-smooth-1,thama,SMOOTH,"Bunak, Maliana",,,
tryonsolomon-mbaelelea-250_smooth-1,thamothamoa,SMOOTH,Mbaelelea,,,
suntb-Kaman-882_smooth-1,thau53,SMOOTH,Kaman [Miju],,,
northeuralex-xal-493_smooth-1,thegse,SMOOTH,Kalmyk,,,
northeuralex-xal-493_smooth-2,thinger,SMOOTH,Kalmyk,,,
suntb-Idu-882_smooth-1,thu31brong35,SMOOTH,Idu,,,
hubercolumbian-Bora-334_smooth-4,thwthwribathwne,SMOOTH,Bora,,,
wold-Qeqchi-1039_smooth-4,tiik,SMOOTH,Q'eqchi',,,
northeuralex-kaz-493_smooth-1,tijp@l,SMOOTH,Kazakh,,,
ids-172-15-770-1,tikarinke,SMOOTH,Panare,,,
ids-285-15-770-1,tiloini,SMOOTH,Movima,,,
ids-263-15-770-1,timahu,SMOOTH,Ignaciano,,,
ids-295-15-770-1,titi,SMOOTH,Karajá,,,
ids-238-15-770-2,titika,SMOOTH,Rapa Nui,,,
ids-523-15-770-2,tiuz,SMOOTH,Kumyk (Ter Bragun dialect),,,
ids-72-15-770-2,tiuz,SMOOTH,Kumyk,,,
ids-174-15-770-1,tiwansude,SMOOTH,De'kwana,,,
ids-175-15-770-1,tmemese,SMOOTH,Wai Wai,,,
ids-240-15-770-2,tokalelei,SMOOTH,Tongan,,,
ids-310-15-770-1,tolk,SMOOTH,Tehuelche,,,
lexirumah-fata1247-smooth-2,tomoke,SMOOTH,Fataluku,,,
ids-286-15-770-1,topisik,SMOOTH,Pacaas Novos,,,
ids-147-15-770-1,tor,SMOOTH,Mari,,,
hubercolumbian-EmberaDarien-334_smooth-1,towakhirua,SMOOTH,Embera Darién,,,
wold-Manange-1039_smooth-1,tsa,SMOOTH,Manange,,,
northeuralex-lez-493_smooth-1,tsaltsam,SMOOTH,Lezgian,,,
suntb-Maru-882_smooth-1,tsat55,SMOOTH,Maru [Langsu],,,
ids-500-15-770-1,tsengled,SMOOTH,Aghul (Koshan dialect),,,
northeuralex-khk-493_smooth-1,tshagang,SMOOTH,Khalkha Mongolian,,,
ids-323-15-770-3,tsiakarab,SMOOTH,Avar (Ansalta dialect),,,
ids-165-15-770-1,tsialtsiam,SMOOTH,Lezgian (Quba dialect),,,
ids-64-15-770-1,tsialtsiam,SMOOTH,Lezgian,,,
ids-65-15-770-1,tsialtsiam,SMOOTH,Lezgi (Mikrakh dialect),,,
ids-68-15-770-1,tsialtsim,SMOOTH,Tabasaran (Southern dialect),,,
ids-702-15-770-1,tsikana,SMOOTH,Hindi  ,,,
northeuralex-hin-493_smooth-2,tsikna,SMOOTH,Hindi,,,
ids-28-15-770-2,tsitsiirtsitsiirarab,SMOOTH,Avar (Andalal dialect),,,
ids-28-15-770-1,tsitsivakarab,SMOOTH,Avar (Andalal dialect),,,
ids-530-15-770-1,tsiumtsiardy,SMOOTH,Rutul (Shinaz dialect),,,
ids-529-15-770-1,tsiumtsiurdy,SMOOTH,Rutul (Mukhrek) dialect,,,
ids-528-15-770-1,tsiumtsiuryd,SMOOTH,Rutul (Ikhrek dialect),,,
ids-501-15-770-1,tsivakadab,SMOOTH,Botlikh (Miarso dialect),,,
ids-33-15-770-3,tsivakadabe,SMOOTH,Akhvakh (Northern dialect),,,
ids-320-15-770-1,tsivakara,SMOOTH,Avar (Araderikh dialect),,,
ids-321-15-770-3,tsivakara,SMOOTH,Avar (Khunzakh dialect),,,
ids-107-15-770-1,tsivakarab,SMOOTH,Avar,,,
