ID,Name,Parameter,Language,Frequency,Confidence,References
naganorgyalrongic-MaerkangBolarGyalrongB-886_levelandsmooth-1,k@22ntap44,SMOOTH,rGyalrong (Maerkang Bola (B)),,,
naganorgyalrongic-MaerkangBolarGyalrongB-954_smooth-1,k@33m@33no44,SMOOTH,rGyalrong (Maerkang Bola (B)),,,
suntb-YongningNaxi-882_smooth-1,ka13,SMOOTH,Naxi (Yongning),,,
suntb-ShuikuiHani-882_smooth-1,ka31,SMOOTH,Hani (Shuikui),,,
suntb-Darang-882_smooth-1,ka31me35a31,SMOOTH,Darang [Taraon],,,
ids-228-15-770-2,kadiyaas,SMOOTH,Tlingit,,,
ids-256-15-770-2,kaipi,SMOOTH,Siona,,,
wold-Bezhta-1039_smooth-1,kakalo,SMOOTH,Bezhta,,,
ids-52-15-770-1,kakalu,SMOOTH,Hunzib,,,
lexirumah-abui1241-ulaga-smooth-1,kala,SMOOTH,"Abui, Ulaga",,,
ids-307-15-770-2,kalip,SMOOTH,Nivaclé,,,
lexirumah-ciac1237-kaong-smooth-1,kamelo,SMOOTH,"Cia-Cia, Kaongkeongkea",,,
ids-294-15-770-2,kamen,SMOOTH,Kaingáng,,,
ids-267-15-770-1,kamimitya,SMOOTH,Waurá,,,
ids-415-15-770-2,kan5kai1,SMOOTH,Sui,,,
ids-294-15-770-3,kanan,SMOOTH,Kaingáng,,,
ids-826-15-770-1,kanan44,SMOOTH,Malieng,,,
lexirumah-ciac1237-lapan-smooth-1,kandolu,SMOOTH,"Cia-Cia, Lapandewa",,,
lexirumah-ciac1237-rongi-smooth-1,kandolu,SMOOTH,"Cia-Cia, Rongi",,,
ids-294-15-770-1,kaner,SMOOTH,Kaingáng,,,
naganorgyalrongic-LixianXuechengrGyalrong-886_levelandsmooth-1,kangtia,SMOOTH,rGyalrong (Lixian Xuecheng Jiamizhai),,,
lexirumah-lamb1273-smooth-2,kanudaha,SMOOTH,Lamboya,,,
marrisonnaga-Liangmai-691_smooth-1,kanuibu,SMOOTH,Liangmai,,,
hubercolumbian-Yucuna-334_smooth-1,kapiluni,SMOOTH,Yucuna,,,
lexirumah-tetu1245-suai-smooth-1,karonak,SMOOTH,"Tetun, Suai",,,
ids-297-15-770-1,karunai,SMOOTH,Ayoreo,,,
ids-297-15-770-2,karunange,SMOOTH,Ayoreo,,,
naganorgyalrongic-MaerkangSomanrGyalrong-886_levelandsmooth-1,kazbazba,SMOOTH,rGyalrong (Maerkang Soman),,,
naganorgyalrongic-GanziDanbarGyalrong-886_levelandsmooth-1,k@bding,SMOOTH,rGyalrong (Ganzi Danba Badi Munashan),,,
marrisonnaga-KhonomaAngami-691_smooth-1,kemeju,SMOOTH,Angami Khonoma,,,
marrisonnaga-KohimaAngami-691_smooth-1,kemeju,SMOOTH,Angami Kohima,,,
lexirumah-lama1277-adona-smooth-1,kemelut,SMOOTH,Adonara Lamaholot,,,
ids-254-15-770-2,kesisi,SMOOTH,Cofán,,,
marrisonnaga-Zeme-691_smooth-1,ketenaibe,SMOOTH,Zeme,,,
hubercolumbian-Curripaco-334_smooth-1,ketidali,SMOOTH,Curripaco,,,
lexirumah-bima1247-smooth-4,ketsu,SMOOTH,Bima,,,
hubercolumbian-Catio-334_smooth-1,khaikhaja,SMOOTH,Catío,,,
hubercolumbian-EmberaChami-334_smooth-1,khakhaja,SMOOTH,Embera Chamí,,,
hubercolumbian-EmberaTado-334_smooth-1,khakhaja,SMOOTH,Embera Tadó,,,
hubercolumbian-EpenaBasurudo-334_smooth-1,khakhajaa,SMOOTH,Epena Basurudó,,,
hubercolumbian-EpenaSaija-334_smooth-1,khakhajaa,SMOOTH,Epena Saija,,,
ids-248-15-770-1,khakhayaa,SMOOTH,Epena,,,
northeuralex-heb-493_smooth-1,khalak,SMOOTH,Modern Hebrew,,,
marrisonnaga-Tangkhul-691_smooth-1,khanganai,SMOOTH,Tangkhul,,,
suntb-TaopingQiang-882_smooth-1,khdzr33dzr31,SMOOTH,Qiang (Taoping),,,
ids-55-15-770-1,khierenav,SMOOTH,Tsez (Sagada dialect),,,
satterthwaitetb-Nusu-337_smoothofsurface-1,khja,SMOOTH,Nusu,,,
suntb-WrittenBurmese-882_smooth-1,khjo3,SMOOTH,Burmese (Written),,,
ids-803-15-770-1,khlet55,SMOOTH,Bulang-3,,,
ids-805-15-770-1,khliet31,SMOOTH,Xu,,,
diacl-45000-149_smooth-1,khovlo,SMOOTH,Romani (Bugurdži),,,
marrisonnaga-WrittenBurmese-691_smooth-1,khyo,SMOOTH,Burmese (Written),,,
lexirumah-blag1240-warsa-smooth-2,ki,SMOOTH,"Blagar, Warsalelang",,,
ids-33-15-770-1,kiabadabe,SMOOTH,Akhvakh (Northern dialect),,,
ids-160-15-770-1,kiakialo,SMOOTH,Bezhta,,,
ids-517-15-770-1,kiakialo,SMOOTH,Bezhta (Khasharkhota dialect),,,
ids-531-15-770-1,kiakialo,SMOOTH,"Bezhta (Tlyadal dialect, Karauzek subdialect)",,,
ids-33-15-770-2,kiedabe,SMOOTH,Akhvakh (Northern dialect),,,
tls-Mambaunn-1247_smooth-1,kirendekeri,SMOOTH,Mamba.unn,,,
wold-Gurindji-1039_smooth-1,kirinykiriny,SMOOTH,Gurindji,,,
ids-421-15-770-1,kit7,SMOOTH,Hlai (Baoting variety),,,
tls-Kaheunn-1247_smooth-1,kiunje,SMOOTH,Kahe.unn,,,
ids-307-15-770-3,klamamsi,SMOOTH,Nivaclé,,,
suntb-Trung-882_smooth-1,klat55klan55,SMOOTH,Trung [Dulong],,,
ids-307-15-770-1,klate,SMOOTH,Nivaclé,,,
ids-819-15-770-1,klen31,SMOOTH,LiHa,,,
lexirumah-alor1247-kecil-smooth-1,klila,SMOOTH,"Alorese, Kecil",,,
ids-815-15-770-1,kl@n33,SMOOTH,Cuoi,,,
lexirumah-lama1277-lewoi-smooth-1,k@loho,SMOOTH,"Ile Mandiri Lamaholot, Lewoingu",,,
naganorgyalrongic-LixianXuechengrGyalrong-954_smooth-1,k@m@c@r,SMOOTH,rGyalrong (Lixian Xuecheng Jiamizhai),,,
lexirumah-lama1277-lerek-smooth-2,k@melk@mel,SMOOTH,"Painara, Lerek",,,
lexirumah-lama1277-lerek-smooth-1,k@melut@n,SMOOTH,"Painara, Lerek",,,
diacl-56000-149_smooth-1,kodel,SMOOTH,Xokleng,,,
ids-417-15-770-1,kong1,SMOOTH,Mulam,,,
ids-418-15-770-1,kong4kan1,SMOOTH,Chadong,,,
hubercolumbian-Guahibo-334_smooth-2,konihai,SMOOTH,Guahibo,,,
wold-Sakha-1039_smooth-2,kono,SMOOTH,Sakha,,,
ids-287-15-770-1,korop,SMOOTH,Mundurukú,,,
hubercolumbian-Secoya-334_smooth-1,kosihaiko,SMOOTH,Secoya,,,
ids-212-15-770-1,kovlo,SMOOTH,Romani,,,
suntb-Jinuo-882_smooth-1,kra55,SMOOTH,Jinuo,,,
naganorgyalrongic-MaerkangSomanrGyalrong-954_smooth-1,k@sandzo,SMOOTH,rGyalrong (Maerkang Soman),,,
northeuralex-cmn-493_smooth-1,kuangxua,SMOOTH,Mandarin Chinese,,,
ids-269-15-770-1,kuna,SMOOTH,Aymara,,,
marrisonnaga-YogliTangsa-691_smooth-1,kura,SMOOTH,Tangsa (Yogli),,,
ids-315-15-770-1,kutalu,SMOOTH,Yagán,,,
ids-223-15-770-1,kuti,SMOOTH,Chatino (Zacatepec variety),,,
ids-276-15-770-1,kwapikwapi,SMOOTH,Tacana,,,
suntb-MaerkangrGyalrong-882_smooth-1,k@wjo,SMOOTH,rGyalrong,,,
northeuralex-sah-493_smooth-1,kwlakaj,SMOOTH,Sakha,,,
ids-226-15-770-1,kyalolo,SMOOTH,Zuni,,,
tls-Lemaunn-1247_smooth-1,kyirendekyeri,SMOOTH,Lema.unn,,,
hubercolumbian-Paez-334_smooth-1,labj,SMOOTH,Páez,,,
ids-244-15-770-1,laby,SMOOTH,Páez,,,
ids-319-15-770-1,laegz,SMOOTH,Ossetic,,,
ids-164-15-770-1,lagianil,SMOOTH,Dargwa (Muiri dialect),,,
wold-Swahili-1039_smooth-1,laini,SMOOTH,Swahili,,,
hubercolumbian-TsafiquiPila-334_smooth-1,lajun,SMOOTH,Tsafiqui Pila,,,
suntb-MawoQiang-882_smooth-1,lala,SMOOTH,Qiang (Mawo),,,
ids-35-15-770-1,lamidub,SMOOTH,Bagvalal,,,
ids-29-15-770-2,lamrab,SMOOTH,Avar (Antsukh dialect),,,
lexirumah-waer1237-smooth-1,lamu,SMOOTH,Waerana,,,
wold-Thai-1039_smooth-1,lamun,SMOOTH,Thai,,,
lexirumah-kala1394-smooth-1,laro,SMOOTH,Kalao,,,
northeuralex-sjd-493_smooth-1,latjec,SMOOTH,Kildin Sami,,,
northeuralex-sms-493_smooth-1,latjes,SMOOTH,Skolt Sami,,,
ids-416-15-770-1,lau1,SMOOTH,Maonan,,,
ids-413-15-770-2,lau2,SMOOTH,Nung-Ninbei,,,
tryonsolomon-ndovele-250_smooth-1,launjinji,SMOOTH,Ndovele,,,
ids-220-15-770-3,laushi,SMOOTH,Hausa,,,
ids-246-15-770-1,layu,SMOOTH,Colorado,,,
suntb-BlackLahu-882_smooth-1,le54,SMOOTH,Lahu (Black),,,
suntb-Xumi-882_smooth-1,le55to33ji55,SMOOTH,Xumi,,,
ids-67-15-770-1,lechivuv,SMOOTH,Tabasaran (Northern dialect Khanag subdialect),,,
ids-305-15-770-1,leeme,SMOOTH,Maca,,,
ids-167-15-770-1,leios,SMOOTH,Ancient Greek ,,,
tryonsolomon-tikopia-250_smooth-1,lemolemo,SMOOTH,Tikopia,,,
ids-219-15-770-1,len,SMOOTH,Basque,,,
ids-804-15-770-1,len35,SMOOTH,Keme (Kemie variety),,,
logos-Romagnolstd-395_smooth-1,less,SMOOTH,Romagnol-std,,,
northeuralex-eus-493_smooth-1,leun,SMOOTH,Basque,,,
tryonsolomon-mbilua-250_smooth-1,levilevl,SMOOTH,Mbilua,,,
ids-169-15-770-1,levis,SMOOTH,Latin,,,
logos-Latinstd-395_smooth-1,levis,SMOOTH,Latin-std,,,
northeuralex-bre-493_smooth-2,levn,SMOOTH,Breton,,,
northeuralex-lat-493_smooth-1,lewis,SMOOTH,Latin,,,
ids-503-15-770-1,liagumze,SMOOTH,Dargwa (Chirag dialect),,,
ids-30-15-770-1,liamrab,SMOOTH,Avar (Zakataly dialect),,,
ids-820-15-770-1,lian42,SMOOTH,Phong,,,
ids-402-15-770-1,liap4,SMOOTH,Southern Tai (Songkhla variety),,,
ids-404-15-770-1,liap4,SMOOTH,Khamuang (Chiang Mai variety),,,
wold-ZinacantanTzotzil-1039_smooth-2,lichich,SMOOTH,Zinacantán Tzotzil,,,
diacl-22200-149_smooth-1,licin,SMOOTH,Indonesian,,,
wold-Indonesian-1039_smooth-2,licin,SMOOTH,Indonesian,,,
ids-60-15-770-1,ligiankai,SMOOTH,Dargwa (Khajdak dialect),,,
ids-304-15-770-1,liixi,SMOOTH,Chorote,,,
lexirumah-rong1269-smooth-3,lila,SMOOTH,Rongga,,,
ids-34-15-770-1,limedab,SMOOTH,Akhvakh (Southern dialect),,,
ids-422-15-770-1,lin24,SMOOTH,Langja Buyang,,,
ids-412-15-770-2,lin5,SMOOTH,Nung-Lazhai,,,
halenepal-Magar-1676_smooth-1,lingke,SMOOTH,Magar,,,
northeuralex-ron-493_smooth-1,lins,SMOOTH,Romanian,,,
northeuralex-bre-493_smooth-1,lint,SMOOTH,Breton,,,
wold-Saramaccan-1039_smooth-1,linzo,SMOOTH,Saramaccan,,,
ids-168-15-770-1,lios,SMOOTH,Modern Greek,,,
northeuralex-ell-493_smooth-1,lios,SMOOTH,Modern Greek,,,
northeuralex-fra-493_smooth-2,lis,SMOOTH,French,,,
ids-170-15-770-1,liscio,SMOOTH,Italian,,,
ids-176-15-770-2,liso,SMOOTH,Spanish,,,
ids-178-15-770-1,liso,SMOOTH,Portuguese,,,
logos-Galicianstd-395_smooth-1,liso,SMOOTH,Galician-std,,,
northeuralex-ita-493_smooth-1,liso,SMOOTH,Italian,,,
northeuralex-spa-493_smooth-1,liso,SMOOTH,Spanish,,,
hubercolumbian-Totoro-334_smooth-1,lisokitan,SMOOTH,Totoró,,,
ids-171-15-770-1,lisse,SMOOTH,French,,,
northeuralex-por-493_smooth-1,lisu,SMOOTH,Portuguese,,,
lexirumah-kara1499-smooth-1,litsing,SMOOTH,Kalamang,,,
ids-511-15-770-2,liugiiuntsi,SMOOTH,Dargwa (Sirkhi dialect),,,
northeuralex-cym-493_smooth-1,livn,SMOOTH,Welsh,,,
ids-143-15-770-1,livttis,SMOOTH,Northern Saami,,,
northeuralex-pes-493_smooth-1,liz,SMOOTH,Western Farsi,,,
ids-419-15-770-1,ljan55,SMOOTH,Southern Kam,,,
hubercolumbian-Inga-334_smooth-1,ljutska,SMOOTH,Inga,,,
ids-177-15-770-1,llis,SMOOTH,Catalan,,,
ids-182-15-770-1,llyfn,SMOOTH,Welsh,,,
ids-405-15-770-1,l@m3,SMOOTH,Dehong,,,
ids-407-15-770-1,l@m3,SMOOTH,Tai Lü,,,
ids-410-15-770-1,l@m4,SMOOTH,Shan (Northern Shan dialect),,,
ids-808-15-770-1,l@m55,SMOOTH,Rumai,,,
ids-414-15-770-1,l@n5,SMOOTH,Zhuang-Longzhou,,,
ids-414-15-770-2,l@n5lak7,SMOOTH,Zhuang-Longzhou,,,
marrisonnaga-Chang-691_smooth-1,loklokbu,SMOOTH,Chang,,,
ids-513-15-770-1,loonase,SMOOTH,Dargwa (Tsudakhar dialect),,,
northeuralex-oss-493_smooth-1,l@rz,SMOOTH,Ossetian,,,
ids-810-15-770-1,l@tmat,SMOOTH,Pusing,,,
ids-411-15-770-1,luam3,SMOOTH,Nung-Fengshan,,,
ids-512-15-770-1,lugianse,SMOOTH,"Dargwa (Tsudakhar dialect, Tanty subdialect)",,,
ids-514-15-770-1,lugiiana,SMOOTH,Dargwa (Urakhi dialect),,,
ids-510-15-770-1,lugiianil,SMOOTH,Dargwa (Mugi dialect),,,
ids-505-15-770-1,lugiianse,SMOOTH,Dargwa (Gapshima dialect),,,
ids-57-15-770-2,lugiiansi,SMOOTH,Dargwa,,,
ids-504-15-770-1,lugiianze,SMOOTH,Dargwa (Gapshima Shukti dialect),,,
ids-511-15-770-1,luguntsi,SMOOTH,Dargwa (Sirkhi dialect),,,
ids-59-15-770-1,lugunzib,SMOOTH,Dargwa (Kubachi dialect),,,
ids-424-15-770-1,lui35,SMOOTH,Sanchong Kelao,,,
lexirumah-maka1316-smooth-2,lumeke,SMOOTH,Makasae,,,
lexirumah-waim1252-smooth-1,luo,SMOOTH,Waima'a,,,
lexirumah-dobe1238-smooth-1,luraj,SMOOTH,Dobel,,,
ids-270-15-770-1,lyanu,SMOOTH,Chipaya,,,
ids-196-15-770-1,lygus,SMOOTH,Lithuanian,,,
ids-236-15-770-1,maaeneene,SMOOTH,Maori,,,
lexirumah-kala1394-smooth-3,maalu,SMOOTH,Kalao,,,
lexirumah-kala1394-lambe-smooth-1,maalu,SMOOTH,"Kalao, Lambego",,,
tryonsolomon-malagheti-250_smooth-1,macamaca,SMOOTH,Malagheti,,,
tryonsolomon-moli-250_smooth-1,macamaca,SMOOTH,Moli,,,
tryonsolomon-talise-250_smooth-1,macamaca,SMOOTH,Talise,,,
tryonsolomon-tolo-250_smooth-1,macamaca,SMOOTH,Tolo,,,
ids-178-15-770-2,macio,SMOOTH,Portuguese,,,
marrisonnaga-Maram-691_smooth-1,madive,SMOOTH,Maram,,,
lexirumah-koto1251-smooth-1,maeki,SMOOTH,Kotos Amarasi,,,
tryonsolomon-kwai-250_smooth-1,maemaea,SMOOTH,Kwai,,,
tryonsolomon-waladelaus-250_smooth-1,maemaea,SMOOTH,Walade (LauS),,,
tryonsolomon-marau-250_smooth-1,maemaekoa,SMOOTH,Marau,,,
tryonsolomon-poleo-250_smooth-1,magambo,SMOOTH,Poleo,,,
lexirumah-tiii1241-smooth-1,magatusi,SMOOTH,Tii,,,
lexirumah-wabu1242-smooth-1,mahindolo,SMOOTH,"Cia-Cia, Wabula",,,
wold-Hausa-1039_smooth-1,maisantsii,SMOOTH,Hausa,,,
hubercolumbian-Tariano-334_smooth-1,makapitshinha,SMOOTH,Tariano,,,
tryonsolomon-poro-250_smooth-1,malaji,SMOOTH,Poro,,,
wold-Malagasy-1039_smooth-1,malama,SMOOTH,Malagasy,,,
lexirumah-wotu1240-smooth-1,malanni,SMOOTH,Wotu,,,
lexirumah-kala1394-smooth-2,malaro,SMOOTH,Kalao,,,
lexirumah-nucl1577-smooth-1,malaromaalusu,SMOOTH,Laiyolo,,,
tryonsolomon-nanggu-250_smooth-1,malilo,SMOOTH,Nanggu,,,
ids-235-15-770-1,malino,SMOOTH,Hawaiian,,,
lexirumah-alor1247-beaon-smooth-1,malok,SMOOTH,"Alorese, Beaong Onong",,,
lexirumah-ciac1237-gunun-smooth-1,malu,SMOOTH,"Cia-Cia, Gunung Sejuk",,,
tryonsolomon-kia-250_smooth-1,mamalahu,SMOOTH,Kia,,,
tryonsolomon-areare1-250_smooth-1,mamanaa,SMOOTH,'Are'are (1),,,
tryonsolomon-oroha-250_smooth-1,mamanaa,SMOOTH,Oroha,,,
tryonsolomon-malango-250_smooth-1,mamanja,SMOOTH,Malango,,,
tryonsolomon-kahua-250_smooth-1,mamao,SMOOTH,Kahua,,,
tryonsolomon-mami-250_smooth-1,mamao,SMOOTH,Mami,,,
tryonsolomon-santaana-250_smooth-1,mamaoga,SMOOTH,Santa Ana,,,
tryonsolomon-ukinimasi-250_smooth-1,mamawalita,SMOOTH,Uki Ni Masi,,,
tryonsolomon-lengo-250_smooth-1,mambo,SMOOTH,Lengo,,,
tryonsolomon-nggela-250_smooth-1,mambo,SMOOTH,Nggela,,,
tryonsolomon-savosavo-250_smooth-1,mambo,SMOOTH,Savosavo,,,
ids-407-15-770-2,man2,SMOOTH,Tai Lü,,,
tryonsolomon-nggela-250_smooth-2,mandalo,SMOOTH,Nggela,,,
tryonsolomon-tandai-250_smooth-1,mandao,SMOOTH,Tandai,,,
tryonsolomon-mbirao-250_smooth-1,manjamanja,SMOOTH,Mbirao,,,
tryonsolomon-saa1-250_smooth-1,manomanolea,SMOOTH,Sa'a (1),,,
lexirumah-kama1364-b-smooth-1,mararo,SMOOTH,Kamaru 2,,,
lexirumah-woli1241-smooth-1,mararo,SMOOTH,Wolio,,,
wold-SeychellesCreole-1039_smooth-1,marbre,SMOOTH,Seychelles Creole,,,
ids-239-15-770-1,marmarori,SMOOTH,Rotuman,,,
lexirumah-koto1251-smooth-2,maseki,SMOOTH,Kotos Amarasi,,,
lexirumah-rois1241-smooth-1,maskeri,SMOOTH,Ro'is Amarasi,,,
northeuralex-ess-493_smooth-1,matigniqixnaq,SMOOTH,Central Siberian Yupik,,,
marrisonnaga-Puiron-691_smooth-1,matyengnu,SMOOTH,Puiron,,,
diacl-59500-149_smooth-1,mayun,SMOOTH,Kashinawá,,,
diacl-45200-149_smooth-1,mazno,SMOOTH,Romani (Kosovo Arli),,,
suntb-DanbaErgong-882_smooth-1,mblambla,SMOOTH,Ergong (Danba),,,
lexirumah-hata1243-smooth-1,mblus,SMOOTH,Hatam,,,
suntb-NanhuaYi-882_smooth-1,me21the55,SMOOTH,Yi (Nanhua),,,
hubercolumbian-Bora-334_smooth-2,meebane,SMOOTH,Bora,,,
lexirumah-bino1238-smooth-1,mehu,SMOOTH,"Tukang Besi, Binongko",,,
northeuralex-bua-493_smooth-1,meliger,SMOOTH,Buryat,,,
lexirumah-bone1254-kalao-smooth-2,melo,SMOOTH,"Bonerate, Kalaotoa",,,
tryonsolomon-avaso-250_smooth-1,meloto,SMOOTH,Avasö,,,
tryonsolomon-katazi-250_smooth-1,meloto,SMOOTH,Katazi,,,
tryonsolomon-vaghua-250_smooth-1,meloto,SMOOTH,Vaghua,,,
northeuralex-bua-493_smooth-2,melseger,SMOOTH,Buryat,,,
lexirumah-alor1247-helan-smooth-1,melu,SMOOTH,"Alorese, Helandohi",,,
lexirumah-alor1247-maric-smooth-1,melu,SMOOTH,"Alorese, Marica",,,
lexirumah-keda1252-leuba-smooth-1,melu,SMOOTH,"Kedang, Leubatang",,,
lexirumah-alor1247-bana-smooth-1,meluk,SMOOTH,"Alorese, Bana",,,
lexirumah-alor1247-baran-YS-smooth-1,meluk,SMOOTH,"Alorese, Baranusa",,,
lexirumah-alor1247-munas-smooth-1,meluk,SMOOTH,"Alorese, Munaseli",,,
lexirumah-alor1247-pandai-smooth-1,meluk,SMOOTH,"Alorese, Pandai",,,
lexirumah-alor1247-waila-smooth-1,meluk,SMOOTH,"Alorese, Wailawar",,,
lexirumah-sika1262-hewa-smooth-1,melur,SMOOTH,"Sika, Hewa",,,
lexirumah-sika1262-tanai-smooth-2,melur,SMOOTH,"Sika, Tana Ai",,,
tryonsolomon-reefs-250_smooth-1,mema,SMOOTH,Reefs,,,
tryonsolomon-hoava-250_smooth-1,memehe,SMOOTH,Hoava,,,
tryonsolomon-kusaghe-250_smooth-1,memehe,SMOOTH,Kusaghe,,,
tryonsolomon-marovo-250_smooth-1,memehe,SMOOTH,Marovo,,,
tryonsolomon-mbareke-250_smooth-1,memehe,SMOOTH,Mbareke,,,
tryonsolomon-nduke-250_smooth-1,memehe,SMOOTH,Nduke,,,
tryonsolomon-roviana-250_smooth-1,memehe,SMOOTH,Roviana,,,
tryonsolomon-simbo-250_smooth-1,memehe,SMOOTH,Simbo,,,
tryonsolomon-ughele-250_smooth-1,memehe,SMOOTH,Ughele,,,
tryonsolomon-vangunu-250_smooth-1,memehe,SMOOTH,Vangunu,,,
lexirumah-alor1247-pandai-smooth-2,memeng,SMOOTH,"Alorese, Pandai",,,
hantganbangime-Bangime-241_smooth-1,merumeru,SMOOTH,Bangime,,,
ids-809-15-770-1,mial,SMOOTH,Prai,,,
ids-809-15-770-2,mial,SMOOTH,Prai,,,
ids-266-15-770-1,midudau,SMOOTH,Wapishana,,,
hubercolumbian-Guambiano-334_smooth-1,mil,SMOOTH,Guambiano,,,
lexirumah-rong1269-smooth-2,milu,SMOOTH,Rongga,,,
ids-180-15-770-2,min,SMOOTH,Old Irish,,,
ids-181-15-770-2,min,SMOOTH,Irish,,,
ids-410-15-770-2,min4,SMOOTH,Shan (Northern Shan dialect),,,
lexirumah-tiay1238-smooth-1,minak,SMOOTH,Tiyei,,,
lexirumah-abui1241-papun-smooth-1,minaka,SMOOTH,Papuna,,,
lexirumah-sibo1242-smooth-1,minaka,SMOOTH,Suboo,,,
northeuralex-mal-493_smooth-1,minusamula,SMOOTH,Malayalam,,,
tryonsolomon-ririo-250_smooth-1,mioloto,SMOOTH,Ririo,,,
northeuralex-gle-493_smooth-1,mjinj,SMOOTH,Irish,,,
lexirumah-mamb1306-Slete-smooth-1,mlai,SMOOTH,"South Mambae, Letefoho",,,
lexirumah-bara1372-smooth-1,m@laromaalusu,SMOOTH,"Laiyolo, Barang-Barang",,,
tryonsolomon-lwepe-250_smooth-1,mlpd,SMOOTH,Lwepe,,,
tryonsolomon-malo-250_smooth-1,mlpd,SMOOTH,Malo,,,
tryonsolomon-malo-250_smooth-2,mnep,SMOOTH,Malo,,,
ids-406-15-770-1,m@ng31leai44,SMOOTH,Jinsha Dai,,,
naganorgyalrongic-MaerkangJaphugrGyalrong-954_smooth-1,mnu,SMOOTH,rGyalrong (Maerkang Japhug Shaerzong (B)),,,
northeuralex-ykg-493_smooth-1,mojem,SMOOTH,Northern Yukaghir,,,
lexirumah-dhao1237-smooth-1,molamola,SMOOTH,Dhao,,,
ids-701-15-770-1,molayema,SMOOTH,Bengali,,,
tryonsolomon-ontongjava-250_smooth-1,mole,SMOOTH,Ontong Java,,,
tryonsolomon-sikaiana-250_smooth-1,mole,SMOOTH,Sikaiana,,,
tryonsolomon-samasodu-250_smooth-1,mololo,SMOOTH,Samasodu,,,
lexirumah-kuli1254-smooth-1,molori,SMOOTH,Kulisusu,,,
ids-139-15-770-2,molyid,SMOOTH,Komi,,,
ids-273-15-770-1,momiya,SMOOTH,Cavineña,,,
tryonsolomon-rawo-250_smooth-1,momoreaga,SMOOTH,Rawo,,,
tryonsolomon-samasodu-250_smooth-2,momoto,SMOOTH,Samasodu,,,
lexirumah-buso1238-smooth-1,mondeli,SMOOTH,Busoa,,,
lexirumah-kaim1241-smooth-1,mondeli,SMOOTH,Kaimbulawa,,,
lexirumah-masi1269-smooth-2,mondeli,SMOOTH,"Cia-Cia, Masiri",,,
lexirumah-ciac1237-pasar-smooth-1,mondolo,SMOOTH,"Cia-Cia, Pasarwajo",,,
lexirumah-ciac1237-bahar-smooth-1,mondolu,SMOOTH,"Cia-Cia, Bahari",,,
lexirumah-ciac1237-bola-smooth-1,mondolu,SMOOTH,"Cia-Cia, Bola",,,
lexirumah-ciac1237-mambu-smooth-1,mondolu,SMOOTH,"Cia-Cia, Mambulu",,,
lexirumah-kumb1274-wakol-smooth-1,mondolu,SMOOTH,Wakole,,,
lexirumah-wabu1242-smooth-2,mondolu,SMOOTH,"Cia-Cia, Wabula",,,
lexirumah-wali1265-smooth-1,mondolu,SMOOTH,"Cia-Cia, Wali",,,
hubercolumbian-Muinane-334_smooth-2,moobano,SMOOTH,Muinane,,,
ids-261-15-770-1,mori,SMOOTH,Baure,,,
northeuralex-ben-493_smooth-1,mosrin,SMOOTH,Bengali,,,
tryonsolomon-kia-250_smooth-2,motongo,SMOOTH,Kia,,,
wold-Iraqw-1039_smooth-1,motsotsooq,SMOOTH,Iraqw,,,
northeuralex-kpv-493_smooth-2,moyid,SMOOTH,Komi-Zyrian,,,
naganorgyalrongic-MaerkangJaphugrGyalrong-886_levelandsmooth-1,mpcu,SMOOTH,rGyalrong (Maerkang Japhug Shaerzong (B)),,,
lexirumah-bima1247-smooth-1,mpida,SMOOTH,Bima,,,
ids-709-15-770-4,mrduwu,SMOOTH,Telugu,,,
ids-215-15-770-3,mrik,SMOOTH,Ancient Aramaic,,,
lexirumah-weta1243-smooth-1,mtekra,SMOOTH,Wetan,,,
marrisonnaga-Sema-691_smooth-1,muduni,SMOOTH,Sema,,,
lexirumah-taki1249-smooth-1,muhaindolu,SMOOTH,"Cia-Cia, Takimpo",,,
ids-221-15-770-1,mul,SMOOTH,Polci,,,
ids-707-15-770-1,mulayama,SMOOTH,Punjabi,,,
wold-Indonesian-1039_smooth-3,mulus,SMOOTH,Indonesian,,,
lexirumah-batu1258-smooth-1,mumur,SMOOTH,Batuley,,,
lexirumah-ciac1237-bangu-smooth-1,mundeli,SMOOTH,"Cia-Cia, Bangun",,,
lexirumah-bura1274-smooth-2,mundolu,SMOOTH,"Cia-Cia, Burangasi",,,
lexirumah-blag1240-warsa-smooth-3,musi,SMOOTH,"Blagar, Warsalelang",,,
tryonsolomon-vano-250_smooth-1,mutnwoli,SMOOTH,Vano,,,
wold-Gawwada-1039_smooth-1,muturtura,SMOOTH,Gawwada,,,
tryonsolomon-tawaroga-250_smooth-1,mwanoenoe,SMOOTH,Tawaroga,,,
marrisonnaga-Lotha-691_smooth-2,myana,SMOOTH,Lotha,,,
suntb-Muya-882_smooth-1,na55na55,SMOOTH,Muya [Minyak],,,
northeuralex-arb-493_smooth-1,naim,SMOOTH,Standard Arabic,,,
lexirumah-dadu1237-smooth-1,nakmusik,SMOOTH,Dadu'a,,,
marrisonnaga-Manipuri-691_smooth-1,nalba,SMOOTH,Manipuri,,,
northeuralex-sma-493_smooth-1,nalhkedihks,SMOOTH,Southern Sami,,,
northeuralex-sme-493_smooth-1,nalkas,SMOOTH,Northern Sami,,,
ids-301-15-770-1,naloohta,SMOOTH,Mocoví,,,
