ID,Name,Parameter,Language,Frequency,Confidence,References
hantganbangime-Fulfulde-212_rough-1,naadeede,ROUGH,Fulfulde,,,
ids-253-15-760-2,namo,ROUGH,Yanomámi,,,
marrisonnaga-Manipuri-617_rough-1,nandaba,ROUGH,Manipuri,,,
ids-412-15-760-2,nap7,ROUGH,Nung-Lazhai,,,
ids-416-15-760-2,nap7,ROUGH,Maonan,,,
ids-148-15-760-2,nasorpey,ROUGH,Nenets,,,
ids-148-15-760-1,nasortana,ROUGH,Nenets,,,
ids-196-15-760-2,nelygus,ROUGH,Lithuanian,,,
lexirumah-lioo1240-rough-1,ngaga,ROUGH,Lio,,,
ids-415-15-760-2,ngai6,ROUGH,Sui,,,
lexirumah-bima1247-rough-2,ngara,ROUGH,Bima,,,
ids-825-15-760-1,nge33nge33,ROUGH,Kha Poong,,,
ids-420-15-760-1,nghjap7,ROUGH,Lakkia,,,
ids-415-15-760-1,nhak7nin1,ROUGH,Sui,,,
wold-Mapudungun-1038_rough1-1,ningul,ROUGH,Mapudungun,,,
marrisonnaga-Rengma-617_rough-1,njukemvu,ROUGH,Rengma,,,
lexirumah-sawa1247-rough-1,nmenenespa,ROUGH,Sawai,,,
ids-820-15-760-1,non21lup45,ROUGH,Phong,,,
marrisonnaga-Jingpho-617_rough-1,nra,ROUGH,Jingpho,,,
lexirumah-irar1238-rough-1,n@t@f@tif@r@,ROUGH,Irarutu,,,
ids-187-15-760-1,ojamn,ROUGH,Swedish,,,
wold-Hawaiian-1038_rough1-2,okaikai,ROUGH,Hawaiian,,,
ids-235-15-760-3,okala,ROUGH,Hawaiian,,,
wold-Hawaiian-1038_rough1-1,okala,ROUGH,Hawaiian,,,
ids-516-15-760-1,okhtsa,ROUGH,Ingush,,,
ids-191-15-760-2,oneffen,ROUGH,Dutch,,,
lexirumah-kamb1299-rough-1,pagaru,ROUGH,Kambera,,,
lexirumah-adan1251-lawah-rough-1,paluhu,ROUGH,"Adang, Lawahing",,,
robinsonap-adang-235_rough-1,paluhu,ROUGH,Adang,,,
ids-240-15-760-1,petepete,ROUGH,Tongan,,,
halenepal-SahuTamang-1677_rough-1,phoppa,ROUGH,Tamang (Sahu),,,
lexirumah-sibo1242-rough-1,pila,ROUGH,Suboo,,,
ids-528-15-760-2,pisdy,ROUGH,Rutul (Ikhrek dialect),,,
ids-529-15-760-2,pisdy,ROUGH,Rutul (Mukhrek) dialect,,,
lexirumah-lama1277-lewoi-rough-1,podorodo,ROUGH,"Ile Mandiri Lamaholot, Lewoingu",,,
lexirumah-wers1238-taram-rough-1,potor,ROUGH,"Wersing, Taramana",,,
robinsonap-wersing-235_rough-1,potor,ROUGH,Wersing,,,
ids-234-15-760-1,ppnfekefeke,ROUGH,Proto Polynesian,,,
ids-704-15-760-1,p@raro,ROUGH,Mahasu Pahari (Kotghari dialect),,,
wold-Gurindji-1038_rough1-1,purtuwurtu,ROUGH,Gurindji,,,
wold-Qeqchi-1038_rough1-2,purux,ROUGH,Q'eqchi',,,
ids-422-15-760-1,qa0za312,ROUGH,Langja Buyang,,,
wold-Bezhta-1038_rough1-1,qacco,ROUGH,Bezhta,,,
lexirumah-teiw1235-adiab-rough-1,qal,ROUGH,"Teiwa, Adiabang",,,
wold-Archi-1038_rough1-1,qarqatut,ROUGH,Archi,,,
ids-419-15-760-2,qe212ljan55,ROUGH,Southern Kam,,,
wold-Ket-1038_rough1-1,q@gbareng,ROUGH,Ket,,,
wold-Bezhta-1038_rough1-2,qoqilo,ROUGH,Bezhta,,,
ids-802-15-760-1,ra31,ROUGH,Bulang-2,,,
ids-238-15-760-1,raaraa,ROUGH,Rapa Nui,,,
lexirumah-maka1316-rough-1,rabaka,ROUGH,Makasae,,,
wold-Takia-1038_rough1-1,raf,ROUGH,Takia,,,
wold-Vietnamese-1038_rough1-1,rap,ROUGH,Vietnamese,,,
lexirumah-fata1247-rough-1,rapake,ROUGH,Fataluku,,,
ids-238-15-760-2,raraa,ROUGH,Rapa Nui,,,
ids-194-15-760-1,rauh,ROUGH,German,,,
ids-215-15-760-4,razzup,ROUGH,Ancient Aramaic,,,
ids-807-15-760-1,reb,ROUGH,Wa,,,
ids-265-15-760-1,reru,ROUGH,Trinitario,,,
halenepal-SherpaTibetan-1677_rough-1,rhyokpuq,ROUGH,Tibetan (Sherpa),,,
ids-162-15-760-1,rialiov,ROUGH,Tsez (Mokok dialect) ,,,
wold-SeychellesCreole-1038_rough1-1,riderid,ROUGH,Seychelles Creole,,,
ids-835-15-760-1,rk@t,ROUGH,KNB (a Pearic variety),,,
ids-143-15-760-1,roakkas,ROUGH,Northern Saami,,,
ids-218-15-760-1,rof,ROUGH,Jamaican Creole (Limonese Creole dialect),,,
lexirumah-dein1238-rough-1,rog,ROUGH,Deing,,,
ids-253-15-760-1,roki,ROUGH,Yanomámi,,,
lexirumah-weta1243-rough-1,rotrota,ROUGH,Wetan,,,
ids-190-15-760-1,rough,ROUGH,English,,,
wold-English-1038_rough1-1,rough,ROUGH,English,,,
ids-189-15-760-1,roughe,ROUGH,Middle English,,,
ids-710-15-760-1,rtsubmo,ROUGH,Tibetan,,,
marrisonnaga-WrittenTibetan-617_rough-2,rtsubpo,ROUGH,Tibetan (Written),,,
ids-186-15-760-2,ru,ROUGH,Danish,,,
ids-193-15-760-1,ruch,ROUGH,Middle High German ,,,
ids-171-15-760-2,rude,ROUGH,French,,,
ids-171-15-760-1,rugueux,ROUGH,French,,,
lexirumah-mang1405-rough-1,rugut,ROUGH,Manggarai,,,
ids-188-15-760-2,ruh,ROUGH,Old English,,,
ids-192-15-760-3,ruh,ROUGH,Old High German,,,
ids-192-15-760-4,ruh,ROUGH,Old High German,,,
wold-OldHighGerman-1038_rough1-1,ruh,ROUGH,Old High German,,,
ids-707-15-760-1,rukha,ROUGH,Punjabi,,,
ids-192-15-760-5,ruoh,ROUGH,Old High German,,,
ids-197-15-760-1,rupjs,ROUGH,Latvian,,,
ids-196-15-760-3,rupus,ROUGH,Lithuanian,,,
ids-183-15-760-1,rust,ROUGH,Breton,,,
ids-170-15-760-1,ruvido,ROUGH,Italian,,,
ids-191-15-760-1,ruw,ROUGH,Dutch,,,
wold-Dutch-1038_rough1-1,ruw,ROUGH,Dutch,,,
ids-411-15-760-1,sa2,ROUGH,Nung-Fengshan,,,
ids-801-15-760-1,sa31phuh51sa31phah51,ROUGH,Bulang,,,
ids-274-15-760-1,saa,ROUGH,Ese Ejja,,,
lexirumah-teiw1235-rough-1,sahakar,ROUGH,"Teiwa, Lebang",,,
lexirumah-dhao1237-rough-2,saka,ROUGH,Dhao,,,
robinsonap-teiwa-235_rough-1,sakar,ROUGH,Teiwa,,,
ids-159-15-760-1,sakires,ROUGH,Udmurt,,,
ids-69-15-760-3,sar,ROUGH,Khinalug,,,
ids-139-15-760-1,saroga,ROUGH,Komi,,,
ids-192-15-760-2,sarpf,ROUGH,Old High German,,,
ids-281-15-760-2,sasa,ROUGH,Shipibo-Conibo,,,
ids-222-15-760-2,sasakactik,ROUGH,Nahuatl (Sierra de Zacapoaxtla variety),,,
ids-278-15-760-1,sato,ROUGH,Catuquina,,,
marrisonnaga-Chang-617_rough-1,satsattambu,ROUGH,Chang,,,
ids-192-15-760-1,scarpf,ROUGH,Old High German,,,
robinsonap-kaera-235_rough-1,sekakir,ROUGH,Kaera,,,
ids-271-15-760-1,sektac,ROUGH,Mosetén,,,
ids-271-15-760-2,sektaes,ROUGH,Mosetén,,,
lexirumah-dhao1237-rough-1,sela,ROUGH,Dhao,,,
lexirumah-tiii1241-rough-1,sela,ROUGH,Tii,,,
lexirumah-lole1239-rough-1,selak,ROUGH,Lole,,,
lexirumah-term1237-rough-1,selak,ROUGH,Termanu,,,
ids-301-15-760-1,senalata,ROUGH,Mocoví,,,
ids-263-15-760-1,sesuki,ROUGH,Ignaciano,,,
ids-263-15-760-2,sesume,ROUGH,Ignaciano,,,
wold-ImbaburaQuechua-1038_rough1-1,shagra,ROUGH,Imbabura Quechua,,,
lexirumah-mang1405-rough-2,s@hak,ROUGH,Manggarai,,,
ids-317-15-760-1,shoga,ROUGH,Chechen (Akkin dialect),,,
ids-75-15-760-2,shoga,ROUGH,Chechen,,,
ids-222-15-760-1,sihsipintik,ROUGH,Nahuatl (Sierra de Zacapoaxtla variety),,,
ids-244-15-760-1,sik,ROUGH,Páez,,,
lexirumah-buna1278-bobon-rough-1,sitheni,ROUGH,"Bunak, Bobonaro",,,
lexirumah-buna1278-suai-rough-1,sitheni,ROUGH,"Bunak, Suai",,,
ids-196-15-760-1,siurkstus,ROUGH,Lithuanian,,,
wold-LowerSorbian-1038_rough1-2,skropaty,ROUGH,Lower Sorbian,,,
ids-187-15-760-2,skrovlig,ROUGH,Swedish,,,
ids-414-15-760-1,so1sau5,ROUGH,Zhuang-Longzhou,,,
ids-423-15-760-1,so24nok55,ROUGH,Ecun Buyang,,,
ids-26-15-760-1,sogia,ROUGH,Avar (Batlukh dialect),,,
ids-321-15-760-2,sogia,ROUGH,Avar (Khunzakh dialect),,,
ids-107-15-760-2,sogiab,ROUGH,Avar,,,
hantganbangime-Bangime-212_rough-1,sogoybe,ROUGH,Bangime,,,
ids-703-15-760-1,sohkhruhsohkhram,ROUGH,Khasi,,,
wold-Japanese-1038_rough1-2,somatsu,ROUGH,Japanese,,,
ids-839-15-760-1,sop55,ROUGH,Mang Ch,,,
ids-195-15-760-1,sorstik,ROUGH,Yiddish,,,
wold-Yaqui-1038_rough1-1,sosoko,ROUGH,Yaqui,,,
ids-199-15-760-1,sruchuku,ROUGH,Old Church Slavonic,,,
ids-258-15-760-1,suham,ROUGH,Aguaruna,,,
halenepal-JirelTibetan-1677_rough-1,syagarok,ROUGH,Tibetan (Jirel),,,
ids-203-15-760-1,szorstki,ROUGH,Polish,,,
ids-403-15-760-1,ta5luk5,ROUGH,Thai (Korat variety),,,
lexirumah-woli1241-rough-2,tamparasa,ROUGH,Wolio,,,
lexirumah-sibo1242-atii-rough-1,tapa,ROUGH,"Suboo, Atiibaai",,,
lexirumah-kema1243-kaila-rough-1,tarakan,ROUGH,"Kemak, Kailaku",,,
ids-236-15-760-1,taratara,ROUGH,Maori,,,
lexirumah-abui1241-takal-rough-1,taroqunaha,ROUGH,"Abui, Takalelang",,,
marrisonnaga-ChungliAo-617_rough-1,terara,ROUGH,Ao Chungli,,,
ids-520-15-760-1,ters,ROUGH,Kumyk (Kajtak Tumenler dialect),,,
ids-530-15-760-1,tersdy,ROUGH,Rutul (Shinaz dialect),,,
ids-66-15-760-1,tersdy,ROUGH,Rutul,,,
ids-417-15-760-1,tho1,ROUGH,Mulam,,,
ids-521-15-760-1,tiri,ROUGH,Kumyk (Kajtak dialect),,,
ids-523-15-760-1,tiri,ROUGH,Kumyk (Ter Bragun dialect),,,
ids-72-15-760-2,tiri,ROUGH,Kumyk,,,
wold-Kalina-1038_rough1-1,tiwakalake,ROUGH,Kali'na,,,
ids-167-15-760-1,trakhus,ROUGH,Ancient Greek ,,,
ids-814-15-760-1,trapumtrapom,ROUGH,Mlabri,,,
ids-168-15-760-1,traxis,ROUGH,Modern Greek,,,
ids-172-15-760-1,t@r@r@ce,ROUGH,Panare,,,
lexirumah-mang1405-rough-3,tsirang,ROUGH,Manggarai,,,
ids-319-15-760-1,tsyrymykhkh,ROUGH,Ossetic,,,
ids-412-15-760-1,tu1,ROUGH,Nung-Lazhai,,,
ids-80-15-760-1,tund,ROUGH,Udi,,,
ids-67-15-760-1,turshi,ROUGH,Tabasaran (Northern dialect Khanag subdialect),,,
marrisonnaga-Nruanghmei-617_rough-1,turutmei,ROUGH,Nruanghmei,,,
wold-Qeqchi-1038_rough1-5,turux,ROUGH,Q'eqchi',,,
ids-175-15-760-1,tuturuy,ROUGH,Wai Wai,,,
lexirumah-alor1247-bana-rough-1,udulgadal,ROUGH,"Alorese, Bana",,,
ids-186-15-760-1,ujaevn,ROUGH,Danish,,,
ids-533-15-760-1,ukhiamur,ROUGH,Tsova-Tush,,,
ids-193-15-760-2,uneben,ROUGH,Middle High German ,,,
ids-194-15-760-2,uneben,ROUGH,German,,,
ids-189-15-760-2,uneven,ROUGH,Middle English,,,
ids-188-15-760-1,unsmethe,ROUGH,Old English,,,
ids-184-15-760-1,usdrusts,ROUGH,Gothic,,,
halenepal-Magar-1677_rough-1,uske,ROUGH,Magar,,,
ids-185-15-760-1,uslettr,ROUGH,Old Norse,,,
ids-165-15-760-1,veki,ROUGH,Lezgian (Quba dialect),,,
ids-64-15-760-1,veki,ROUGH,Lezgian,,,
ids-65-15-760-1,veki,ROUGH,Lezgi (Mikrakh dialect),,,
ids-211-15-760-1,visama,ROUGH,Sanskrit,,,
ids-159-15-760-2,vogiriyo,ROUGH,Udmurt,,,
ids-239-15-760-1,vonu,ROUGH,Rotuman,,,
lexirumah-buru1303-rough-1,walalakak,ROUGH,Buru,,,
ids-260-15-760-1,wariwyunu,ROUGH,Yagua,,,
lexirumah-alor1247-baran-YS-rough-1,wera,ROUGH,"Alorese, Baranusa",,,
ids-221-15-760-1,woghsh@p,ROUGH,Polci,,,
wold-Iraqw-1038_rough1-1,xaslasla,ROUGH,Iraqw,,,
ids-304-15-760-2,xeliixi,ROUGH,Chorote,,,
wold-Otomi-1038_rough1-1,xinzadi,ROUGH,Otomi,,,
ids-805-15-760-1,x@k55,ROUGH,Xu,,,
ids-816-15-760-2,xuxi,ROUGH,Vietnamese,,,
wold-Thai-1038_rough1-1,yaap,ROUGH,Thai,,,
ids-255-15-760-1,yabae,ROUGH,Waorani,,,
hantganbangime-Najamba-212_rough-1,yagaja,ROUGH,Najamba,,,
hantganbangime-Mombo-212_rough-1,yagara,ROUGH,Mombo,,,
hantganbangime-Tiranige_Diga-212_rough-1,yagara,ROUGH,Tiranige_Diga,,,
hantganbangime-Tommo_So-212_rough-1,yagaru,ROUGH,Tommo_So,,,
ids-262-15-760-1,yalayalasi,ROUGH,Goajiro,,,
ids-306-15-760-1,yelahpe,ROUGH,Wichí,,,
wold-Wichi-1038_rough1-1,yelaj,ROUGH,Wichí,,,
marrisonnaga-Konyak-617_rough-1,yishinpu,ROUGH,Konyak,,,
marrisonnaga-Sangtam-617_rough-1,yongkoyongru,ROUGH,Sangtam,,,
ids-309-15-760-1,yunge,ROUGH,Mapudungun,,,
ids-272-15-760-1,zakazaka,ROUGH,Araona,,,
wold-Japanese-1038_rough1-3,zarazara,ROUGH,Japanese,,,
