Variety,Subgroup,Family,ISO Code,Glottolog ID,AIATSIS Code,StdLangID,StdLanguageName,OriginalForm,PhonemicisedIPA,Std_Gloss,Author,OriginalGloss,OriginalPofSpeech,Latitude,Longitude,Reconstruction_Form,Reconstruction_Level,Reconstruction_Gloss,Reconstruction_Notes
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,ngaarr,ŋaːr,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,mulamula,mulamula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.91686548094372,149.6172318830019,*mula,N/A,(a fluid),"Could the 'unclear' Kurrama etc words be related to mulha, mula, etc a widespread word for 'cooked (meat)?'"
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,"walan, walanbaa",walan,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,"mulamula, mula",mulamula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.85302243209663,147.9291115132208,*mula,N/A,(a fluid),"Could the 'unclear' Kurrama etc words be related to mulha, mula, etc a widespread word for 'cooked (meat)?'"
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,walan,walan,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,mulamula,mulamula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.85302243209663,147.9291115132208,*mula,N/A,(a fluid),"Could the 'unclear' Kurrama etc words be related to mulha, mula, etc a widespread word for 'cooked (meat)?'"
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,walanbaa,walanpaː,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,mula,mula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.85302243209663,147.9291115132208,*mula,N/A,(a fluid),"Could the 'unclear' Kurrama etc words be related to mulha, mula, etc a widespread word for 'cooked (meat)?'"
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,-DHuul,-t̪uːl,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalayaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,"walan, walanbaa",walan,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaalayaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,"mulamula, mula",mulamula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.84291122144783,149.806501013693,*mula,N/A,(a fluid),"Could the 'unclear' Kurrama etc words be related to mulha, mula, etc a widespread word for 'cooked (meat)?'"
pNgayarda,NA,NA,NA,NA,NA,381,NA,*yiri,jiɹi,sharp,Geoffrey O'Grady,sharp,Adj,NA,NA,*yiri,N/A,sharp,NA
pMantharta,Kanyara-Mantharta,Pama-Nyungan,NA,NA,NA,1538,Proto-Mantharta,*yiri,jiɹi,sharp,Peter Austin,sharp,Adj,NA,NA,*yiri,N/A,sharp,NA
WNgathan,Paman,Pama-Nyungan,wik,wika1238,Y54,136,Wik-Ngathan,tharrvn,t̪arən,hard,"Sutton, Peter","hard, tough",Adj,-13.87,141.52,*carran,N/A,hard,NA
pNgayarda,NA,NA,NA,NA,NA,381,NA,*purlpi,puɭpi,soft,Geoffrey O'Grady,soft,Adj,NA,NA,*pulpil,N/A,soft,NA
pNgayarda,NA,NA,NA,NA,NA,381,NA,*pirlpu,piɭpu,soft,Geoffrey O'Grady,soft,Adj,NA,NA,*pulpil,N/A,soft,NA
WNgathan,Paman,Pama-Nyungan,wik,wika1238,Y54,136,Wik-Ngathan,pu:nhvl,puːn̪əl,soft,"Sutton, Peter","soft (mud, sand, teeth)",Adj,-13.87,141.52,*pu:ña,N/A,soft,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,biirra gawugaa,piːra kawukaː,bald,"Ash, A. and Lissarrague, A. and Giacon, J",bald head,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,wirraa-y,wiraː-j,limp,"Ash, A. and Lissarrague, A. and Giacon, J",limp,Vi,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Nhirrpi,Karnic,Pama-Nyungan,hrp,yand1252,L46*,494,Nhirrpi,wadyima,waɟima,clean,"Bowern, Claire",clean,Adj,-28.62910687376669,141.2759561464024,NA,NA,NA,NA
Yalarnnga,Kalkatungic,Pama-Nyungan,ylr,yala1262,G8,67,Yalarnnga,murnrtu,muɳʈu,blunt,"Blake, Barry",blunt,Adj,-21.97436706367981,139.9133496553109,NA,NA,NA,NA
Pitta-Pitta,Karnic,Pama-Nyungan,pit,pitt1246,L32,411,Pitta-Pitta,murnrtu,muɳʈu,blunt,"Blake, Barry",blunt,Adj,-23.87032742735228,139.6751887027051,NA,NA,NA,NA
Pitta-Pitta,Karnic,Pama-Nyungan,pit,pitt1246,L32,411,Pitta-Pitta,murrhumurrhu,murumuru,rough,"Blake, Barry",rough,Adj,-23.87032742735228,139.6751887027051,NA,NA,NA,NA
Pitta-Pitta,Karnic,Pama-Nyungan,pit,pitt1246,L32,411,Pitta-Pitta,nyamurra,ɲamuɾa,soft,"Blake, Barry",soft (to touch),N,-23.87032742735228,139.6751887027051,NA,NA,NA,NA
Pitta-Pitta,Karnic,Pama-Nyungan,pit,pitt1246,L32,411,Pitta-Pitta,palhthapalhtha,pal̪t̪apal̪t̪a,flat,"Blake, Barry",flat,Adj,-23.87032742735228,139.6751887027051,NA,NA,NA,NA
Pitta-Pitta,Karnic,Pama-Nyungan,pit,pitt1246,L32,411,Pitta-Pitta,pirrhiri,piriɹi,soft,"Blake, Barry",soft (of sound),N,-23.87032742735228,139.6751887027051,NA,NA,NA,NA
Pitta-Pitta,Karnic,Pama-Nyungan,pit,pitt1246,L32,411,Pitta-Pitta,wiyarrhu,wijaru,hard,"Blake, Barry",hard,Adj,-23.87032742735228,139.6751887027051,NA,NA,NA,NA
Wangkumara (Garlali),Karnic,Pama-Nyungan,xwk,wong1246,L25,208,Wangkumara,murrpa,murpa,soft,M A McDonald and S A Wurm,soft,Adj,-27.10148692646704,143.1961901554114,NA,NA,NA,NA
Wangkayutyuru,Karnic,Pama-Nyungan,wky,wang1289,G5,209,Wangkayutyuru,jakirtijakirti,ɟakiʈiɟakiʈi,rough,"Blake, Barry",rough,Adj,-24.00230876042604,138.8106695155716,NA,NA,NA,NA
Wangkayutyuru,Karnic,Pama-Nyungan,wky,wang1289,G5,209,Wangkayutyuru,"jurlpara, julpara",ɟuɭpaɹa,smooth,"Blake, Barry",smooth,Adj,-24.00230876042604,138.8106695155716,NA,NA,NA,NA
Wangkayutyuru,Karnic,Pama-Nyungan,wky,wang1289,G5,209,Wangkayutyuru,muntu,muntu,blunt,"Blake, Barry",blunt,Adj,-24.00230876042604,138.8106695155716,NA,NA,NA,NA
Wangkayutyuru,Karnic,Pama-Nyungan,wky,wang1289,G5,209,Wangkayutyuru,palthapaltha,palt̪apalt̪a,flat,"Blake, Barry",flat,Adj,-24.00230876042604,138.8106695155716,NA,NA,NA,NA
Wangkayutyuru,Karnic,Pama-Nyungan,wky,wang1289,G5,209,Wangkayutyuru,panyjada,paɲɟada,hard,"Blake, Barry",hard,Adj,-24.00230876042604,138.8106695155716,NA,NA,NA,NA
Wangkayutyuru,Karnic,Pama-Nyungan,wky,wang1289,G5,209,Wangkayutyuru,pulkupulku,pulkupulku,soft,"Blake, Barry",soft,Adj,-24.00230876042604,138.8106695155716,NA,NA,NA,NA
Wangkayutyuru,Karnic,Pama-Nyungan,wky,wang1289,G5,209,Wangkayutyuru,purlku,puɭku,soft,"Blake, Barry","soft, weak",Adj,-24.00230876042604,138.8106695155716,NA,NA,NA,NA
Wangkayutyuru,Karnic,Pama-Nyungan,wky,wang1289,G5,209,Wangkayutyuru,tharipurlka (tha(r)lipulka),t̪aɹipuɭka (t̪a(ɹ)lipulka),sharp,"Blake, Barry",sharp,Adj,-24.00230876042604,138.8106695155716,NA,NA,NA,NA
Wangkayutyuru,Karnic,Pama-Nyungan,wky,wang1289,G5,209,Wangkayutyuru,wakirri,wakiri,hard,"Blake, Barry","hard, strong, tight",NA,-24.00230876042604,138.8106695155716,NA,NA,NA,NA
Yorta Yorta,Yotayotic,NA,xyy,yort1237,D2,20,Yorta Yorta,bakorra,pakora,hard,Heather Bowe and Stephen Morey,hard,Adj,-36.04695549929136,144.818878928009,NA,NA,NA,NA
Yorta Yorta,Yotayotic,NA,xyy,yort1237,D2,20,Yorta Yorta,dakorra,takora,hard,Heather Bowe and Stephen Morey,hard,Adj,-36.04695549929136,144.818878928009,NA,NA,NA,NA
Diyari,Karnic,Pama-Nyungan,dif,dira1238,L17,1088,Diyari,kungka-,kuŋka,limp,"Austin, Peter",limp,Vi,-28.5848662078809,139.0862193156426,NA,NA,NA,NA
Yorta Yorta,Yotayotic,NA,xyy,yort1237,D2,20,Yorta Yorta,yita,jita,soft,Heather Bowe and Stephen Morey,soft,Adj,-36.04695549929136,144.818878928009,NA,NA,NA,NA
Yabula Yabula,Yotayotic,NA,yxy,NA,S38,71,Yabula-Yabula,gullingw'uk buku,gulliŋw'uk buku,bald,Heather Bowe and Stephen Morey,bald-headed,Adj,-35.76116311802772,145.2320912804122,NA,NA,NA,NA
Diyari,Karnic,Pama-Nyungan,dif,dira1238,L17,1088,Diyari,kurlikirri,kuɭikiri,clean,"Austin, Peter",clean,Adj,-28.5848662078809,139.0862193156426,NA,NA,NA,NA
Diyari,Karnic,Pama-Nyungan,dif,dira1238,L17,1088,Diyari,kungka,kuŋka,limp,"Austin, Peter",limp,Vi,-28.5848662078809,139.0862193156426,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,balit,balit,hard,NA,hard,Adj,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,motaa,motaː,soft,NA,soft,Adj,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,konong,konoŋ,soft,NA,soft,Adj,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,wita,wita,soft,NA,soft,Adj,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,patong,patoŋ,soft,"Blake, Barry",soft,Adj,-37.69298793993351,141.3156381785856,NA,NA,NA,NA
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,pini,pini,hard,"Blake, Barry",hard,Adj,-37.69298793993351,141.3156381785856,NA,NA,NA,NA
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,yawang,jawaŋ,bald,NA,bald,Adj,-37.68777565058624,144.1013148178479,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,wuṉḏaŋarr('),wun̪d̪aŋar(ʔ),hard,"Lowe, Beulah","hard, strong, complicated",Adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,ṉunhdhal,n̪un̪d̪al,soft,"Lowe, Beulah",soft,Adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,nyurrul',ɲurulʔ,soft,"Lowe, Beulah","soft, weak",Adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,djinbulk,ɟinbulk,sharp,"Lowe, Beulah",sharp,Adj,-12.7172575311146,135.8819055486839,*dyinbulk,Yolŋu,sharp,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,raywal,ɹajwal,sharp,"Lowe, Beulah",sharp,Adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,ŋayakŋayak,ŋajakŋajak,slippery,"Lowe, Beulah",slippery,adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,buyubuyu,bujubuju,smooth,"Lowe, Beulah",smooth,Adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,buyuwuyu,bujuwuju,smooth,"Lowe, Beulah",smooth (not rough or coarse),Adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,laparra,lapara,smooth,"Lowe, Beulah",smooth,Adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,bilkpilk,bilkpilk,flat,"Lowe, Beulah",flat (surface),Adj,-12.7172575311146,135.8819055486839,bilkpilk,N/A,NA,NA
Djapu,Yolŋu,NA,duj,djap1238,N145,304,Djapu,wuṉḏaŋarr('),wuɳɖaŋar(ʔ),hard,"Morphy, Frances","hard, strong, complicated",Adj,-12.61761911338881,136.2565768319396,NA,NA,NA,NA
Djapu,Yolŋu,NA,duj,djap1238,N145,304,Djapu,nyurrul',ɲurulʔ,soft,"Morphy, Frances","soft, weak",Adj,-12.61761911338881,136.2565768319396,NA,NA,NA,NA
Djapu,Yolŋu,NA,duj,djap1238,N145,304,Djapu,raywal,ɹajwal,sharp,"Morphy, Frances",sharp,Adj,-12.61761911338881,136.2565768319396,NA,NA,NA,NA
Ritharngu,Yolŋu,NA,rit,rita1239,N149,337,Ritharrngu,maḻtjarr,maɭcar,sharp,"Heath, Jeffrey",sharp,Adj,-13.0913471605575,136.0384241243396,NA,NA,NA,NA
Ritharngu,Yolŋu,NA,rit,rita1239,N149,337,Ritharrngu,dhulmadhulma,d̪ulmad̪ulma,soft,"Heath, Jeffrey",soft (to the touch),Adj,-13.0913471605575,136.0384241243396,NA,NA,NA,NA
Ritharngu,Yolŋu,NA,rit,rita1239,N149,337,Ritharrngu,dharrktharrk,d̪arkt̪ark,rough,"Heath, Jeffrey",rough,Adj,-13.0913471605575,136.0384241243396,*thirrkthirrk,Yolŋu,rough,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,bilkpilk,bilkpilk,flat,"Christie, Michael",flat (surface),Adj,-12.7172575311146,135.8819055486839,bilkpilk,N/A,NA,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,djinbulk,ɟinbulk,sharp,"Christie, Michael",sharp,Adj,-12.7172575311146,135.8819055486839,*dyinbulk,Yolŋu,sharp,NA
Gupapuyngu,Yolŋu,NA,guf,gupa1247,N122.1,934,Gupapuyngu,buyubuyu,bujubuju,smooth,"Christie, Michael",smooth,Adj,-12.7172575311146,135.8819055486839,NA,NA,NA,NA
Yan-nhaŋu,Yolŋu,NA,jay,yann1237,N212*,64,Yan-nhangu,birilŋu,biɹilŋu,bald,Yan-nhangu Language Team,bald,Adj,-12.02531880142025,134.9636468625033,NA,NA,NA,NA
Yan-nhaŋu,Yolŋu,NA,jay,yann1237,N212*,64,Yan-nhangu,dhapaṉbal,d̪apaɳbal,flat,Yan-nhangu Language Team,flat,Adj,-12.02531880142025,134.9636468625033,NA,NA,NA,NA
Yan-nhaŋu,Yolŋu,NA,jay,yann1237,N212*,64,Yan-nhangu,dhirrkthirrk,d̪irkt̪irk,rough,Yan-nhangu Language Team,rough,Adj,-12.02531880142025,134.9636468625033,*thirrkthirrk,Yolŋu,rough,NA
Yan-nhaŋu,Yolŋu,NA,jay,yann1237,N212*,64,Yan-nhangu,dhulthul,d̪ult̪ul,flat,Yan-nhangu Language Team,flat,Adj,-12.02531880142025,134.9636468625033,NA,NA,NA,NA
Yan-nhaŋu,Yolŋu,NA,jay,yann1237,N212*,64,Yan-nhangu,dhumuluŋu,d̪umuluŋu,blunt,Yan-nhangu Language Team,blunt,Adj,-12.02531880142025,134.9636468625033,NA,NA,NA,NA
Yan-nhaŋu,Yolŋu,NA,jay,yann1237,N212*,64,Yan-nhangu,djinbuḻk,ɟinbuɭk,sharp,Yan-nhangu Language Team,sharp,Adj,-12.02531880142025,134.9636468625033,*dyinbulk,Yolŋu,sharp,NA
Yan-nhaŋu,Yolŋu,NA,jay,yann1237,N212*,64,Yan-nhangu,garrkuḻuk,garkuɭuk,clean,Yan-nhangu Language Team,clean,Adj,-12.02531880142025,134.9636468625033,NA,NA,NA,NA
Yan-nhaŋu,Yolŋu,NA,jay,yann1237,N212*,64,Yan-nhangu,riya-rawak,ɹija-ɹawak,bald,Yan-nhangu Language Team,bald,Adj,-12.02531880142025,134.9636468625033,NA,NA,NA,NA
Yan-nhaŋu,Yolŋu,NA,jay,yann1237,N212*,64,Yan-nhangu,yäbulu,jaːbulu,soft,Yan-nhangu Language Team,soft,Adj,-12.02531880142025,134.9636468625033,*ya:bulu,Yolŋu,"nice, kind (person), gentle, quiet, placid",NA
Yan-nhaŋu,Yolŋu,NA,jay,yann1237,N212*,64,Yan-nhangu,yolŋu bupatjnharraŋu,juːlŋu bupacn̪araŋu,bald,Yan-nhangu Language Team,bald,Adj,-12.02531880142025,134.9636468625033,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,-dirrartka,-diraʈka,sharp,"Glasglow, Kathleen and Gladgow, David",sharp,Adj,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,rorrcha,ɹoɹʈja,clean,"Glasglow, Kathleen and Gladgow, David",clear away,i.v.,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,lirrja,liɹɖja,clean,"Glasglow, Kathleen and Gladgow, David",clear away,Vt,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,-jamala,-ɟamala,blunt,"Glasglow, Kathleen and Gladgow, David",blunt,Adj,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,-dirrgarla,-dirgaɭa,blunt,"Glasglow, Kathleen and Gladgow, David",blunt,Adj,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,-dirrburla,-dirbuɭa,blunt,"Glasglow, Kathleen and Gladgow, David",blunt,Adj,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,garrkuluk,garkuluk,clean,"Glasglow, Kathleen and Gladgow, David",clean,Adj,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,-jirdawurrwarrga,-ɟiɖawurwarga,clean,"Glasglow, Kathleen and Gladgow, David",clean,Adj,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,-darrartka,-daraʈka,sharp,"Glasglow, Kathleen and Gladgow, David",sharp,Adj,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Burarra,Maningrida,NA,bvr,bura1267,N191*,1143,Burarra,bama -gorla,bama -goɭa,bald,"Glasglow, Kathleen and Gladgow, David",bald,Adj,-12.02334684534266,134.7195147994259,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,marnbu-ngi,maɳbu-ŋi,hard,Bruce Waters,be hard,v,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,djumiḻing,ɟumiɭiŋ,blunt,Bruce Waters,blunt,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,galngi maṉbi,galŋi maɳbi,tough,Bruce Waters,tough,adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,garrkuḻuk,garkuɭuk,shiny,Bruce Waters,shiny,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,guḏiḻgiḏiḻ,guɖiɭgiɖiɭ,slippery,Bruce Waters,slippery,adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,guṉgi ḻiḻing,guɳgi ɭiɭiŋ,bald,Bruce Waters,bald,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,guṉgi miraḻ,guɳgi miɹaɭ,bald,Bruce Waters,bald,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,guṉgi yirrwal,guɳgi jirwal,bald,Bruce Waters,bald,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,ḻangtjigi,ɭaŋcigi,limp,Bruce Waters,be limp,NA,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,biḻbaḻingi,biɭbaɭiŋi,soft,Bruce Waters,soft,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,biḻibiḻigilingi,biɭibiɭigiliŋi,flat,Bruce Waters,flat,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,maḻimaḻi,maɭimaɭi,smooth,Bruce Waters,smooth,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,maḻimaḻi,maɭimaɭi,slippery,Bruce Waters,slippery,adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,maṉbingi,maɳbiŋi,hard,Bruce Waters,hard,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,biṉḏirrk,biɳɖirk,hard,Bruce Waters,hard,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,maṯiṯ,maʈiʈ,hard,Bruce Waters,hard,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,ngalwirrgi,ŋalwirgi,clean,Bruce Waters,clean,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,yilgi,jilgi,soft,Bruce Waters,soft,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,bumirḻiḻingi,bumiɹɭiɭiŋi,bald,Bruce Waters,bald,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,baḻmaṉak,baɭmaɳak,solid,Bruce Waters,solid,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,burtjal,buʈjal,soft,Bruce Waters,soft (ie. a muddy consistency),adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,buyubuyu,bujubuju,smooth,Bruce Waters,smooth,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,djamiḻi,ɟamiɭi,blunt,Bruce Waters,blunt,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,djapirrk,ɟapirk,flat,Bruce Waters,even,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Djinang,Yolŋu,NA,dji,djin1253,N94.1,1067,Djinang,djarrkuṯ,ɟarkuʈ,sharp,Bruce Waters,sharp,Adj,-12.47559653837461,135.0142775003952,NA,NA,NA,NA
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,garriga,karika,hard,"Holmer, N.M",hard,Adj,-26.71355115603432,146.445874291455,NA,NA,NA,NA
Gunggari,Maric,Pama-Nyungan,kgl,kung1258,D37,941,Gunggari,gudu,kutu,hard,"Holmer, N.M",hard,Adj,-26.71355115603432,146.445874291455,NA,NA,NA,NA
Adnyamathanha,Thura-Yura,Pama-Nyungan,adt,adny1235,L10,1251,Adnyamathanha,arda-,aʈa,limp,"McEntee, John and McKenzie, Pearl",to limp,Vi,-30.83714134657851,139.1215397357151,NA,NA,NA,NA
Adnyamathanha,Thura-Yura,Pama-Nyungan,adt,adny1235,L10,1251,Adnyamathanha,ardirri-ma-,aʈirima,clean,"McEntee, John and McKenzie, Pearl",to clean,Vt,-30.83714134657851,139.1215397357151,NA,NA,NA,NA
Adnyamathanha,Thura-Yura,Pama-Nyungan,adt,adny1235,L10,1251,Adnyamathanha,avar-avara,avaɹ-avaɾa,smooth,"McEntee, John and McKenzie, Pearl",smooth (surface),N,-30.83714134657851,139.1215397357151,NA,NA,NA,NA
Nhanda,Kartu,Pama-Nyungan,nha,nhan1238,W14,497,Nhanta,<kakkoo>,kakku,soft,"Blevins, Juliette",soft,Adj,-27.42523643128006,114.2680442458503,NA,NA,NA,NA
Adnyamathanha,Thura-Yura,Pama-Nyungan,adt,adny1235,L10,1251,Adnyamathanha,inyba-,iɲpa,shiny,"McEntee, John and McKenzie, Pearl",to be shiny,v,-30.83714134657851,139.1215397357151,NA,NA,NA,NA
Adnyamathanha,Thura-Yura,Pama-Nyungan,adt,adny1235,L10,1251,Adnyamathanha,irdrla-irdrla,iʈɭa-iʈɭa,bald,"McEntee, John and McKenzie, Pearl",bald,Adj,-30.83714134657851,139.1215397357151,NA,NA,NA,NA
