"*s̱kér- / *s̱kr-","‘be clipping short, cut (regularly)’ [pres. | amph.] : Gm Arm Alb | *s̱ker ¹"
"*kérh₀- / *kr̥h₀-","‘spread out, pour, throw’ [pres. | amph.] : Ind | *kerh₀ ⁴"
"?*kḗrh₀- / ?*kérh₀-","‘spread out, pour, throw’ [pres. | acro.] : Iran Sl | *kerh₀ ⁴"
"*kr̥h₀-sk̑é-","‘spread out, pour, throw’ [pres. | meso.] : T | *kerh₀ ⁴"
"*smḗi- / *sméi-","‘smile, be smiling’ [pres. | acro.] : Ind BSl T | *smei"
"*s̱néh₂- / *s̱n̥h₂-","‘bathe, swim (regularly); be bathing, be swimming’ [pres. | amph.] : Anat Ind Gk It Celt | *s̱neh₂"
"*s̱n̥h₂-sk̑é-","‘bathe, swim (regularly); be bathing, be swimming’ [pres. | meso.] : T | *s̱neh₂"
"*s̱pl̥-né-h₀- / *s̱pl̥-n-h₀-","‘speak in public’ [pres. | hyst.] : Gk T | *s̱pelh₀ ¹"
"*spénd- / *spn̥d-","‘make offerings, engage in a ritual act vi.’ [pres. | amph.] : Anat Gk | *spend ¹"
"?*s̱pé-s̱ponh₁- / ?*s̱pé-s̱pn̥h₁-","‘be stretching, be pulling’ [pres. | acro.] : Gm | *s̱pen⁃h₁"
"*s̱pénh₁-e-","‘be stretching, be pulling’ [pres. | acro.] : Gk Gm | *s̱pen⁃h₁"
"?*s̱pn̥h₁-é-","‘be stretching, be pulling’ [pres. | meso.] : BSl | *s̱pen⁃h₁"
"*spérdʰ-e-","‘compete; be chasing away, chase away (all the time)’ [pres. | acro.] : IIr | *sperdʰ"
"*s̱pʰr̥-né-h₂- / *s̱pʰr̥-n-h₂-","‘be kicking’ [pres. | hyst.] : It Gm | *s̱pʰerh₂"
"*s̱pʰr̥h₂-é-","‘be kicking’ [pres. | meso.] : IIr BSl | *s̱pʰerh₂"
"*srébʰ- / *sr̥bʰ-","‘make a slurp’ [aor. | amph.] : Anat Arm | *srebʰ"
"*stí-steh₂- / *stí-sth₂-","‘be getting up, be rising to a standing position; be stepping in, entering’ [pres. | acro.] : Anat IIr Gk It Celt Arm | *steh₂"
"*st-né-h₂- / *st-n-h₂-","‘be getting up, be rising to a standing position; be stepping in, entering’ [pres. | hyst.] : Anat Gk It Arm Alb | *steh₂"
"*stm̥bʰ-né-h₀- / *stm̥bʰ-n-h₀-","‘be resting on, be supported’ [pres. | hyst.] : Ind T | *stembʰh₀"
"*s̱tr̥-né-g̑ʰ- / *s̱tr̥-n-g̑ʰ-","‘be crushing, be smashing’ [pres. | hyst.] : Anat Ind | *s̱terg̑ʰ"
"*stéu-or","‘be famous’ [stat. pres. | acro.] : Anat Ind | *steu ¹"
"*stḗu- / *stéu-","‘praise v.’ [pres. | acro.] : IIr Gk | *steu ¹"
"*suéid-e-","‘be sweating’ [pres. | acro.] : Ind Gk Celt | *sueid"
"*suid-sk̑é-","‘be sweating’ [pres. | meso.] : Iran Balt | *sueid"
"*suoid-éie‑","‘be sweating’ [iter. | meso.] : Gm | *sueid"
"*sup-ié-","‘be sleeping’ [pres. | meso.] : Sl | *suep"
"*suérgʰ-e-","‘be sick, worry’ [pres. | acro.] : Balt | *suer⁃gʰ"
"*s̱téh₂-i‑e-","‘steal v.’ [pres. | acro.] : Anat IIr It | *s̱teh₂⁃i"
"*téih₁-or","‘be hot’ [stat.pres. | acro.] : Anat | *teih₁"
"*ti-né-h₁- / *ti-n-h₁-","‘be getting hot’ [pres. | hyst.] : Anat Celt Gm | *teih₁"
"*ték‑s- / *tₑk‑s-","‘try to weave, want to make’ [desid. | amph.] : Anat It Gm | *tek"
"*tékʷ- / *tₑkʷ-","‘run, flee, be escaping’ [pres. | amph.] : IIr Celt Balt Alb | *tekʷ"
"*tl̥-né-h₂- / *tl̥-n-h₂-","‘be lifting, be loading onto oneself’ [pres. | hyst.] : Gk It Celt T | *telh₂"
"*tém-e-","‘be reaching’ [pres. | acro.] : Gk | *tem"
"*tm̥-né-k- / *tm̥-n-k-","‘be getting firm, be congealing or curdling’ [pres. | hyst.] : Anat Ind Celt Gm | *temk"
"*témp-e-","‘stretch v.’ [pres. | acro.] : Balt T | *temp"
"*tér- / *tr-","‘be speaking’ [pres. | amph.] : Anat | *ter  ¹"
"*térh₂-e-","‘be traversing, be crossing’ [pres. | acro.] : Anat Ind Nur | *terh₂"
"?*tí-terh₂- / ?*tí-tr̥h₂-","‘be traversing, be crossing’ [pres. | acro.] : IIr | *terh₂"
"*térkʷ- / *tr̥kʷ-","‘twist vi.’ [pres. | amph.] : Anat Ind | *terkʷ"
"*tr̥s-ié-","‘be drying out, be thirsty’ [pres. | meso.] : IIr Gm | *ters"
"*th₂us-ié- (tuh₂s‑ie‑)","‘be still or silent’ [pres. | meso.] : Anat | *th₂eus"
"*tu(s)-sk̑é-","‘be satisfied’ [pres. | meso.] : Anat | *teus ²"
"*tréh₃ġ-e-","‘gnaw on, gnaw away at’ [pres. | acro.] : Gk | *treh₃ġ"
"*tr̥h₃g-sk̑é-","‘gnaw on, gnaw away at’ [pres. | meso.] : T | *treh₃ġ"
"*trém- / *trm-","‘tremble (in fear)’ [pres. | amph.] : Gk It T Alb | *trem"
"?*trép-e-","‘turn (sth.) vt.’ [pres. | acro.] : Ind Gk | *trep ¹"
"*tuenk-e- (?)","‘be squeezing, be crowding’ [pres. | acro.] : Gm | *tuenk"
"?*tu̯n̥k-ié-","‘be squeezing, be crowding’ [pres. | meso.] : Gk Gm | *tuenk"
"*u-n-ébʰ- / *u-n-bʰ-","‘be wrapping, be weaving v.’ [pres. | hyst.] : Ind | *uebʰ"
"*uébʰ-e-","‘be wrapping, be weaving v.’ [pres. | acro.] : Gm | *uebʰ"
"*uḗdʰh₁- / *uédʰh₁-","‘be pushing, hitting, shoving’ [pres. | acro.] : Anat Gk Celt | *uedʰh₁"
"*uég̑ʰ-e-","‘travel in a vehicle’ [pres. | acro.] : IIr Gk It Gm BSl Alb | *ueg̑ʰ"
"*ui-ug̑ʰ-é-","‘travel in a vehicle’ [pres. | meso.] : Ind | *ueg̑ʰ"
"*ug̑ʰ-sk̑é-","‘travel in a vehicle’ [pres. | meso.] : T | *ueg̑ʰ"
"*uégʷ- / *ugʷ-","‘moisten’ [pres. | amph.] : T | *uegʷ"
"*uḗh₂- / *uéh₂-","‘turn, be turning’ [pres. | acro.] : Anat | *ueh₂"
"*uh₂ġ-néu- / *uh₂ġ-nu-","‘be breaking apart, be splitting’ [pres. | hyst.] : Gk | *ueh₂ġ"
"*ui-né-d- / *ui-n-d-","‘be looking at, be coming to perceive’ [pres. | hyst.] : IIr Celt | *ueid"
"*uig-é-","‘be going into motion, be departing’ [pres. | meso.] : IIr | *ueig"
"*uéig-e-","‘be going into motion, be departing’ [pres. | acro.] : Ind Gm | *ueig"
"*uḗk̑- / *uék̑-","‘want v.’ [pres. | acro.] : Anat | *uek̑"
"*uék̑- / *uk̑-","‘want v.’ [pres. | amph.] : IIr | *uek̑"
"*u̯l̥-né-h₃- / *u̯l̥-n-h₃-","‘be tearing, be pulling out, be striking’ [pres. | hyst.] : It T | *uelh₃"
"? *h₂u̯l̥‑né-h₂- / *(h₂)u̯l̥-n-h₀-","‘be strong, great, or powerful’ [pres. | hyst.] : Anat Celt | *uelh₂"
"*uéndʰ-e-","‘loop, twine, wind, turn’ [pres. | acro.] : It Gm | *uendʰ"
"*uénh₁-e-","‘want, have a desire for’ [pres. | acro.] : Ind | *uenh₁"
"*u̯n̥h₁-sk̑é-","‘want, have a desire for’ [pres. | meso.] : Ind Gm | *uenh₁"
"? *u̯r̥-sk̑é-","‘watch, pay attention to’ [pres. | meso.] : T | *uer ¹"
"*uérh₁- / *u̯r̥h₁-","‘say’ [aor. | amph.] : Anat Gk Sl | *uerh₁  ¹"
"*u̯r̥h₀-ór","‘be hot’ [stat. pres. | oxytone] : Anat | *uerh₀"
"*u̯r̥h₀-néu- / *u̯r̥h₀-nu-","‘be burning up’ [pres. | hyst.] : Anat | *uerh₀"
"*uérp- / *u̯r̥p-","‘wind, turn (sth.) around’ [pres. | amph.] : Anat | *uer⁃p"
"*u̯r̥s-é-","‘be sweeping up or wiping off’ [pres. | meso.] : It Sl | *uers ³"
"*uért-e-","‘be revolving, turn over (continuously)’ [pres. mid. | acro.] : IIr Gk It Celt Gm Balt | *uer⁃t"
"*ués-or","‘be dressed’ [stat. pres. | acro.] : Anat IIr Gk T | *ues ¹"
"?*ués- / ?*us-","‘sell (finish sale), purchase (finish purchase)’ [aor. | amph.] : Anat | *ues ²"
"*u̯léikʷ- / *u̯likʷ-","‘wet, be wetting vt.’ [pres. | amph.] : T | *uleikʷ"
"*u̯rég-e-","‘be tracking, follow the trail of’ [pres. | acro.] : Ind Gm | *ureg"
"? *uḗ(s)-s- / ? *ué(s)-s- > *ué-s-","‘get dressed’ [aor. | acro.] : Gk Arm T | *ues ¹"
"? *bʰḗdʰh₂-s- / *bʰédʰh₂-s-","‘make a prick, dig (a hole)’ [aor. | acro.] : Sl | *bʰedʰh₂"
"?*bʰer- / ?*bʰr-","‘bring’ [aor. | amph.] : IIr Gk | *bʰer"
"*bʰḗr-s- / *bʰér-s-","‘bring’ [aor. | acro.] : Ind Celt | *bʰer"
"*bʰlḗġ-s- / *bʰléġ-s-","‘burn up, produce a flare’ [aor. | acro.] : T | *bʰleġ"
"*dḗuk-s- / *déuk-s-","‘give a pull, give a tug on’ [aor. | acro.] : It Celt T | *deuk"
"*dʰḗgʷʰ-s- / *dʰégʷʰ-s-","‘set (sth.) on fire’ [aor. | acro.] : Ind Sl T | *dʰegʷʰ"
"? *dʰé-dʰig̑ʰ-e-","‘finish spreading sth., coat or cover (sth. with sth.)’ [aor. | acro.] : It | *dʰeig̑ʰ"
"↷*dʰuh₂-s-","‘give off some smoke’ [↷aor.] : Gk | *dʰueh₂"
"?*g̑ʰḗd-s- / ?*g̑ʰéd-s-","‘have a bowel movement, take a shit’ [aor. | acro.] : Gk | *g̑ʰed"
"*gʷʰé-gʷʰn-e-","‘give a blow to; beat up; kill’ [aor. | acro.] : Iran Gk | *gʷʰen"
"*h₁rḗm-s- / *h₁rém-s-","‘become quiet, settle down’ [aor. | acro.] : Ind | *h₁rem"
"*h₂ḗnh₁-s- / *h₂énh₁-s-","‘take a breath’ [aor. | acro.] : Ind Celt | *h₂enh₁"
"?*h₂lḗu-s- / ?*h₂léu-s-","‘avoid, dodge (once, or for some period of time)’ [aor. | acro.] : Gk | *h₂leu"
"*h₂uḗ(s)-s- / *h₂ué(s)-s-","‘spend a night (somewhere)’ [aor. | acro.] : Ind Gk | *h₂ues ¹"
"?*h₃rḗg̑-s- / ?*h₃rég̑-s-","‘stretch out, set straight’ [aor. | acro.] : Gk It Celt T | *h₃reg̑"
"?*h₃iḗbʰ-s- / ?*h₃iébʰ-s-","‘penetrate’ [aor. | acro.] : T | *h₃iebʰ"
"*iḗh₂-s- / *iéh₂-s-","‘pass by’ [aor. | acro.] : Ind | *ieh₂ ¹"
"*iḗs-s- / *iés-s-","‘come to a boil, foam up’ [aor. | acro.] : Gk | *ies"
"?*k̑ḗp-s- / ?*k̑ép-s-","‘utter a curse (upon)’ [aor. | acro.] : Ind | *k̑ep"
"*kḗl-s- / *kél-s-","‘(start to) drive forward, give a push’ [aor. | acro.] : Gk T | *kel"
"*klḗp-s- / *klép-s-","‘commit a theft, put (sth.) in hiding’ [aor. | acro.] : Gk It | *klep"
"?*mḗh₁-s- / ?*méh₁-s-","‘make a slice, measure out (some amount)’ [aor. | acro.] : Ind | *meh₁ ¹"
"*mḗlh₂-s- / *mélh₂-s-","‘crush up, grind to bits’ [aor. | acro.] : Celt Sl | *melh₂ ¹"
"*mḗn-s- / *mén-s-","‘stay (a certain time)’ [aor. | acro.] : Gk It | *men ²"
"*mḗuh₁-s- / *méuh₁-s-","‘make a move’ [aor. | acro.] : Anat | *mieuh₁"
"?*nḗuh₀-s- / ?*néuh₀-s-","‘let out a cry, let out a scream’ [aor. | acro.] : Ind | *neuh₀"
"?*plḗh₀k̇-s- / ?*pléh₀k̇-s","‘do a pleasing thing, do sth. which is pleasing (for / to so.)’ [aor. | acro.] : T | *pleh₂k̇ | *pleh₃k̇"
"*plḗu-s- / *pléu-s-","‘(manage to) swim or float’ [aor. | acro.] : Ind Gk Sl T | *pleu ¹"
"?*sḗ(s)-s- / ?*sé(s)-s-  > *sé-s-","‘take a rest, have a period of sleep’ [aor. | acro.] : Arm | *ses ¹"
"*sḗuh₁-s- / *séuh₁-s-","‘get (sth.) moving, (start to) drive foward’ [aor. | acro.] : Ind Celt | *seuh₁"
"*kḗrh₀-s- / *kérh₀-s-","‘finish spreading (sth.) out, give a pour or a throw’ [aor. | acro.] : Ind | *kerh₀ ⁴"
"?*stḗu-s- / ?*stéu-s-","‘give praise to’ [aor. | acro.] : Ind | *steu ¹"
"*tḗkʷ-s- / *tékʷ-s-","‘make an escape, make a run for it’ [aor. | acro.] : Sl | *tekʷ"
"*tḗmp-s- / *témp-s-","‘stretch’ [aor. | acro.] : T | *temp"
"*térs- / *tr̥s-","‘dry up, end up thirsty, get thirsty’ [aor. | amph.] : Ind Gk Gm | *ters"
"?*uéndʰ- / ?*u̯n̥dʰ-","‘loop, twine, wind’ [aor. | amph.] : T | *uendʰ"
"*urḗg-s- / *urég-s-","‘track down’ [aor. | acro.] : Iran | *ureg"
"*kʷe-kʷói- / *kʷe-kʷi-","‘be aware (of sth.)’ [pf. | hyst.] : Ind Gk | *kʷei ¹"
"*h₀e-h₀óik̑- / *h₀e-h₀ik̑-","‘own, be in possession of’ [pf. | hyst.] : IIr Gm | *h₂eik̑ ¹ | *h₃eik̑"
"?*se-suóid- / ?*se-su̯id-","‘be in a sweat, be sweaty’ [pf. | hyst.] : Ind | *sueid"
"*gʷg̑ʰḗr-s- / *gʷg̑ʰér-s-","‘make a flowing movement, start sailing forth, melt away’ [aor. | acro.] : Ind Gk | *gʷg̑ʰer"
"*mnḗh₂-s- / *mnéh₂-s-","‘recollect, give a thought to’ [aor. | acro.] : Gk | *mn⁃eh₂"
"*nḗih₀-s- / *néih₀-s-","‘lead’ [aor. | acro.] : Anat IIr | *neih₁ | *neih₃"
"*nḗm-s- / *ném-s-","‘make a bend, make a bow’ [aor. | acro.] : Ind T | *nem ¹"
"?*spḗnd-s- / ?*spénd-s-","‘perform a ritual, make an offering’ [aor. | acro.] : Gk | *spend ¹"
"?*uég̑ʰ- / ?*ug̑ʰ-","‘make a journey in a vehicle’ [aor. | amph.] : Ind | *ueg̑ʰ"
"*uḗg̑ʰ-s- / *uég̑ʰ-s-","‘make a journey in a vehicle’ [aor. | acro.] : IIr Gk It Sl | *ueg̑ʰ"
"*bʰág- / *bʰₑg-","‘get a portion’ [aor. | amph.] : Gk | *bʰag"
"*déh₃- / *dh₃-","‘make a gift (of)’ [aor. | amph.] : Anat IIr Gk It Celt Sl + | *deh₃"
"*démh₂- / *dm̥h₂-","‘constrain, subdue, break in (horse), tame’ [aor. | amph.] : Gk | *demh₂ ²"
"*dérh₂- / *dr̥h₀-","‘burst apart, be torn apart’ [aor. | amph.] : Sl T | *derh₂"
"*déuh₂- / *duh₂-","‘fit together’ [aor. | amph.] : T | *deuh₂"
"*dʰébʰ- / *dʰₑbʰ-","‘diminish, reduce’ [aor. | amph.] : IIr | *dʰebʰ"
"*dʰéh₁- / *dʰh₁-","‘put, place; make (finish making), prepare (finish preparing)’ [aor. | amph.] : Anat IIr Gk It Arm Sl | *dʰeh₁ ¹"
"*dʰénh₂- / *dʰn̥h₂-","‘start running, take off in a run, depart quickly’ [aor. | amph.] : Gk | *dʰenh₂"
"?*g̑émbʰ- / ?*g̑m̥bʰ-","‘flash one’s teeth, take a bite, make a snap’ [aor. | amph.] : Sl | *g̑embʰ"
"*g̑ʰéu- / *g̑ʰu-","‘pour out, finish pouring’ [aor. | amph.] : Gk T | *g̑ʰeu"
"*gʰrébh₂- / *gʰr̥bh₂-","‘take hold of’ [aor. | amph.] : Anat IIr | *gʰrebh₂"
"*h₁érh₀- / *h₁r̥h₀-","‘wash, give a wash to’ [aor. | amph.] : T | *h₁erh₀"
"?*h₁ḗrkʷ-s- / ?*h₁érkʷ-s-","‘flash bright, sing a song’ [aor. | acro.] : T | *h₁erkʷ"
"*h₁és- / *h₁s-","‘give a throw to, give a toss to’ [aor. | amph.] : IIr | *h₁es ²"
"*h₁réh₁- / *h₁r̥h₁-","‘make a request, pose a question’ [aor. | amph.] : Gk | *h₁reh₁ ¹"
"*h₂ég̑- / *h₂g̑-","‘say, assert’ [aor. | amph.] : Gk | *h₂eg̑ ²"
"?*h₂ḗus- / ?*h₂éus-","‘draw some water’ [aor. | acro.] : Gm | *h₂eus ¹"
"?*h₂léih₀- / ?*h₂lih₀-","‘pour on, smear (finish smearing)’ [aor. | amph.] : It | *h₂leih₀"
"*h₂uérg- / *h₂u̯r̥g-","‘turn around, make a turn, make a rotation’ [aor. | amph.] : Ind | *h₂uerg"
"*h₃érg- / *h₃r̥g-","‘perish’ [aor. | amph.] : Anat Celt T | *h₃erg"
"*h₀iéh₁- / *h₀ih₁-","‘throw, impel’ [aor. | amph.] : Anat Gk It | *h₀ieh₁"
"*iéug̑h₀- / *iug̑ʰh₀-","‘become uneasy’ [aor. | amph.] : T | *ieug̑h₀"
"?*kéh₂u- / ?*kh₂u-","‘split in two, give a hack to’ [aor. | amph.] : Gk T | *keh₂u ¹"
"*k̇uás- / *k̇us-","‘give a kiss, exchange a kiss’ [aor. | amph.] : Anat Gk | *k̇uas"
"*kʷélh₁- / *kʷl̥h₁-","‘make a turn, make a revolution’ [aor. | amph.] : Gk It Arm T Alb | *kʷel, *kʷel⁃h₁ ¹"
"*kʷér- / *kʷr-","‘make a cut, make (finish making)’ [aor. | amph.] : Anat IIr | *kʷer ¹"
"*léh₂p- / *l̥h₂p-","‘light up, burn up vi.’ [aor. | amph.] : Anat | *leh₂p"
"*lémbh₀- / *lm̥bh₀-","‘assume a loosely hanging position, become floppy’ [aor. | amph.] : T | *lembh₁ | *lembh₃"
"*méith₂- / *mith₂-","‘exchange, take out, remove’ [aor. | amph.] : IIr | *meith₂"
"?*mḗnth₂-s‑ / ?*ménth₂-s‑","‘give (sth.) a spin, (fully) stir (sth.)’ [aor. | acro.] : Sl | *menth₂"
"*mér- / *mr-","‘die, disappear’ [aor. | amph.] : Anat Ind Arm Sl | *mer ¹"
"*mérs- / *mr̥s-","‘forget, be (at some moment) unable to remember’ [aor. | amph.] : Ind Nur T | *mers"
"*méush₀- / *mush₀-","‘lift, take away’ [aor. | amph.] : Ind T | *meush₀"
"*péik̑- / *pik̑-","‘carve out, cut out (finish carving or cutting), finish decorating (with a sharp instrument)’ [aor. | amph.] : Ind | *peik̑"
"*pékʷ- / *pₑkʷ-","‘make ripe, prepare (finish making ripe, finish preparing)’ [aor. | amph.] : T | *pekʷ"
"?*prék̑- / ?*pr̥k̑-","‘ask, make a request, pose a question’ [aor. | amph.] : Iran | *prek̑"
"*prḗk̑-s- / *prék̑-s-","‘ask, make a request, pose a question’ [aor. | acro.] : IIr T | *prek̑"
"*prés- / *pr̥s-","‘sprinkle out, give a sprinkle of’ [aor. | amph.] : Ind T | *pres"
"*rék- / *r̥k-","‘put in order, secure, specify, speak’ [aor. | amph.] : Ind Sl | *rek"
"*séikʷ- / *sikʷ-","‘pour out’ [aor. | amph.] : Ind | *seikʷ"
"*sélg̑- / *sl̥g̑-","‘let go of, dispatch’ [aor. | amph.] : Ind Gk Gm | *selg̑"
"?*sélk- / ?*sl̥k-","‘give a pull, give a tug (on)’ [aor. | amph.] : Anat T | *selk"
"*s̱kédh₂- / *s̱kdh₂-","‘split in pieces, scatter out’ [aor. | amph.] : T | *s̱kedh₂"
"*s̱kélh₁- / *s̱kl̥h₁-","‘cut, split’ [aor. | amph.] : Anat Arm | *s̱kelh₁ ¹"
"*s̱pénh₁- / *s̱pn̥h₁-","‘stretch out, give a pull (to, on)’ [aor. | amph.] : Arm Sl | *s̱pen⁃h₁"
"*s̱pʰérh₂- / *s̱pʰr̥h₂-","‘kick (once), give a kick’ [aor. | amph.] : Ind It Sl | *s̱pʰerh₂"
"*stémbʰh₀- / *stm̥bʰh₀-","‘assume a resting position, come to be supported (on sth.)’ [aor. | amph.] : T | *stembʰh₀"
"*s̱térg̑ʰ- / *s̱tr̥g̑ʰ-","‘crush up, smash up, crush to bits, smash to pieces’ [aor. | amph.] : Anat Ind | *s̱terg̑ʰ"
"?*tém- / ?*tm-","‘reach’ [aor. | amph.] : T | *tem"
"?*té-tm-e-","‘reach’ [aor. | acro.] : Gk | *tem"
"*tréh₃g- / *tr̥h₃ġ-","‘gnaw, gnaw away’ [aor. | amph.] : Gk | *treh₃ġ"
"?*uélh₃- / ?*u̯l̥h₃-","‘make a tear, pull out, give a blow to’ [aor. | amph.] : Anat | *uelh₃"
"*uért- / *u̯r̥t-","‘make a turn, make a revolution, turn over (once) vi.’ [aor. | amph.] : Ind | *uer⁃t"
"*bʰérg̑ʰ- / *bʰr̥g̑ʰ-","‘grow tall, rise up’ [aor. | amph.] : Anat Arm T | *bʰerg̑ʰ"
"*bʰéudʰ- / *bʰudʰ-","‘wake up, become attentive’ [aor. | amph.] : Ind Gk | *bʰeudʰ"
"*dék̑- / *dₑk̑-","‘accept (properly), perceive’ [aor. | amph.] : Gk It Arm Sl | *dek̑ ¹"
"*dér- / *dr-","‘tear (sth.) up; be torn apart, burst’ [aor. | amph.] : Ind | *der ¹"
"*g̑énh₁- / *g̑n̥h₁-","‘produce, generate’ [aor. | amph.] : Ind Gk It Arm T | *g̑enh₁"
"*g̑néh₃- / *g̑nh₃-","‘realize, come to know, recognize’ [aor. | amph.] : Ind Gk It Sl | *g̑neh₃"
"*gʷém- / *gʷm-","‘go away; come (and arrive); start approaching; take a step’ [aor. | amph.] : IIr It Gm Arm Balt | *gʷem"
"*h₁ái- / *h₁i-","‘allot, share out; take’ [aor. | amph.] : Anat T | *h₁ai"
"*h₁ém- / *h₁m-","‘take’ [aor. | amph.] : It Sl | *h₁em"
"*h₁ér- / *h₁r-","‘arrive (at), reach’ [aor. | amph.] : Anat IIr | *h₁er ¹"
"*h₁éuh₀- / *h₁uh₀-","‘give some help’ [aor. | amph.] : Ind | *h₁euh₁ | *h₁euh₃"
"*h₁léudʰ- / *h₁ludʰ-","‘reach large size, finish growing up’ [aor. | amph.] : Ind Gk Celt T | *h₁leudʰ"
"*h₂ér- / *h₂r-","‘fit together (assume a state of fitting together), fit into’ [aor. | amph.] : IIr Gk | *h₂er ¹"
"*h₂nék̑- / *h₂nk̑-","‘reach, arrive at, make it there’ [aor. | amph.] : IIr Arm | *h₂nek̑"
"*h₂uéks- / *h₂uks-","‘become big, grow up’ [aor. | amph.] : Iran | *h₂ueks"
"*h₃élh₁- / *h₃l̥h₁-","‘get completely destroyed, end up destroyed’ [aor. | amph.] : Gk | *h₃elh₁"
"*h₃ér- / *h₃r-","‘get up, get (oneself) moving, get going, get underway, make a start,’ [aor. | amph.] : IIr Gk | *h₃er  ¹"
"?*iét- / ?*it-","‘stand fixed somewhere, station oneself’ [aor. | amph.] : Ind | *iet"
"*k̑érh₂- / *k̑r̥h₂-","‘break, fall to pieces, end up shattered’ [aor. | amph.] : Ind Celt | *k̑erh₂"
"*k̑léi- / *k̑li-","‘lean (assume a position incumbent on sth.), become supported’ [aor. | amph.] : IIr It | *k̑lei"
"*k̑léu- / *k̑lu-","‘hear, perceive’ [aor. | amph.] : IIr Gk Arm | *k̑leu"
"*kʷréih₂- / *kʷrih₂-","‘make a trade, make an exchange’ [aor. | amph.] : Gk Sl T | *kʷreih₂"
"*légʰ- / *l̥gʰ-","‘lie down, assume a horizontal position’ [aor. | amph.] : Anat Gk Sl | *legʰ ¹"
"*léip- / *lip-","‘get stuck (to sth.)’ [aor. | amph.] : Ind Gm Sl T | *leip"
"*léit- / *lit-","‘go away’ [aor. | amph.] : Gm T | *leit"
"*léuh₀- / *luh₀-","‘cut off, release (finish releasing)’ [aor. | amph.] : Gk It Celt T | *leuh₀"
"*léuk- / *luk-","‘become bright, become light’ [aor. | amph.] : Anat Ind Celt Arm | *leuk"
"*nék̑- / *nk̑-","‘get lost, disappear’ [aor. | amph.] : Ind | *nek̑"
"?*né-nk̑-e-","‘get lost, disappear’ [aor. | acro.] : IIr | *nek̑"
"*nés- / *ns-","‘get away, escape, get home safely’ [aor. | amph.] : Ind Gk | *nes"
"*péh₃- (~ *pih₃-) / *ph₃-","‘have a drink, take a drink’ [aor. | amph.] : Anat Ind Gk It Sl Alb | *peh₃"
"*séik- / *sik-","‘reach, arrive (at)’ [aor. | amph.] : Gk | *seik"
"*sékh₀- / *skh₀-","‘cut off; differentiate, distinguish’ [aor. | amph.] : It Celt | *sekh₀"
"*sél- / *sl-","‘dart away, jump’ [aor. | amph.] : Ind Gk T | *sel ¹"
"*sénh₂- / *sn̥h₂-","‘obtain, get, accomplish’ [aor. | amph.] : Anat IIr Gk | *senh₂"
"*s̱gʷésh₂- / *s̱gʷₑsh₂-","‘go out (fire, light)’ [aor. | amph.] : Ind Gk Sl | *s̱gʷesh₂"
"*spérdʰ- / *spr̥dʰ-","‘chase away (once)’ [aor. | amph.] : Anat Ind | *sperdʰ"
"*stéh₂- / *sth₂-","‘stand up, step in, enter’ [aor. | amph.] : Ind Gk Arm Sl T | *steh₂"
"*suép- / *sup-","‘fall asleep’ [aor. | amph.] : Anat Ind Gm Sl | *suep"
"*télh₂- / *tl̥h₂-","‘lift up, load onto oneself’ [aor. | amph.] : Gk It | *telh₂"
"*térh₂- / *tr̥h₂-","‘pass through, cross over’ [aor. | amph.] : Anat It Celt | *terh₂"
"*uéh₂ġ- / *uh₂ġ-","‘break apart, split’ [aor. | amph.] : Anat Gk T | *ueh₂ġ"
"*uéid- / *uid-","‘perceive, have / get a look at, glimpse’ [aor. | amph.] : IIr Gk It Arm | *ueid"
"*uéig- / *uig-","‘go into motion, depart’ [aor. | amph.] : Ind | *ueig"
"*uénh₁- / *u̯n̥h₁-","‘learn to like, grow fond of’ [aor. | amph.] : Anat | *uenh₁"
"*dʰḗh₁-s- / *dʰéh₁-s-","‘suckle’ [aor. | acro.] : Gk | *dʰeh₁ ²"
"*ġe-ġóh₂dʰ- / *ġe-ġh₂dʰ-","‘be joyful (later: ‘become joyful; rejoice’)’ [pf. | hyst.] : Gk | *ġeh₂dʰ"
"*h₂ḗrh₃-s- / *h₂érh₃-s-","‘plow, break off a piece’ [aor. | acro.] : Anat Gk Celt | *h₂erh₃"
"*k̑éh₀s- / *k̑h₀s-","‘assign, instruct’ [aor. | amph.] : Ind | *k̑eh₀s"
"*kʷe-kʷórph₀- / *kʷe-kʷr̥ph₀-","‘be turned, be in a turned position’ [pf. | hyst.] : Gm T | *kʷerph₀"
"?*pḗh₀-s- / ?*péh₀-s-","‘make a move (up or down)’ [aor. | acro.] : Ind | *peh₀"
"*pḗh₂-s- / *péh₂-s-","‘feed the cattle (once), set the cattle to graze’ [aor. | acro.] : Anat Ind It | *peh₂ ¹"
"?*prḗh₁-s- / ?*préh₁-s-","‘give a blow on, kindle, finish getting a fire going’ [aor. | acro.] : Gk | *preh₁"
"? *s̱kḗr-s- / *s̱kér-s-","‘clip short, cut (once); make a cut, make a clip’ [aor. | acro.] : Anat Gk | *s̱ker ¹"
"?*s̱nḗh₂-s‑ / ?*s̱néh₂- s‑","‘take a bath, go for a swim’ [aor. | acro.] : It Celt | *s̱neh₂"
"?*te-tómk- / ?*te-tm̥k-","‘be firm, be curdled’ [pf. | hyst.] : Gm | *temk"
"?*tér- / ?*tr-","‘speak, have one’s say, mention (?)’ [aor. | amph.] : Anat | *ter  ¹"
